date,mean
1932-07-15,-1.201612903225806
1932-08-15,-0.17580049261083808
1932-09-15,-7.862903225806452
1932-10-15,-4.845833333333335
1932-11-15,1.475806451612904
1932-12-15,1.7874999999999996
1933-01-15,0.616935483870968
1933-02-15,-0.5161290322580658
1933-03-15,-0.41666666666666785
1933-04-15,0.008064516129032029
1933-05-15,0.9833333333333343
1933-06-15,-1.870967741935484
1933-07-15,-3.842741935483871
1933-08-15,-3.4017857142857135
1933-09-15,-1.46774193548387
1933-10-15,-6.304166666666666
1933-11-15,-10.870967741935486
1933-12-15,-3.0874999999999995
1934-01-15,-1.620967741935484
1934-02-15,-1.69758064516129
1934-03-15,-1.5708333333333329
1934-04-15,-4.298387096774194
1934-05-15,-4.508333333333334
1934-06-15,1.07258064516129
1934-07-15,2.854838709677419
1934-08-15,1.7901785714285712
1934-09-15,-1.03225806451613
1934-10-15,1.9208333333333334
1934-11-15,-0.528225806451613
1934-12-15,4.095833333333334
1935-01-15,0.806451612903226
1935-02-15,-3.665322580645161
1935-03-15,2.7958333333333343
1935-04-15,6.5
1935-05-15,3.4708333333333323
1935-06-15,1.0927419354838719
1935-07-15,0.17338709677419395
1935-08-15,1.1063731527093594
1935-09-15,-0.9677419354838701
1935-10-15,7.941666666666666
1935-11-15,4.080645161290323
1935-12-15,6.129166666666666
1936-01-15,3.887096774193549
1936-02-15,-0.403225806451613
1936-03-15,-8.15
1936-04-15,-3.705645161290322
1936-05-15,3.825000000000001
1936-06-15,-3.971774193548387
1936-07-15,-1.798387096774194
1936-08-15,3.000769704433498
1936-09-15,4.604838709677418
1936-10-15,13.679166666666667
1936-11-15,5.258064516129032
1936-12-15,-3.654166666666667
1937-01-15,1.685483870967742
1937-02-15,7.205645161290322
1937-03-15,6.0458333333333325
1937-04-15,15.84274193548387
1937-05-15,-0.49166666666666714
1937-06-15,4.342741935483871
1937-07-15,33.99193548387097
1937-08-15,1.9821428571428577
1937-09-15,-0.318548387096774
1937-10-15,-8.7375
1937-11-15,5.516129032258064
1937-12-15,-2.9208333333333343
1938-01-15,4.745967741935484
1938-02-15,1.161290322580646
1938-03-15,11.604166666666666
1938-04-15,-0.6532258064516121
1938-05-15,-1.5291666666666668
1938-06-15,1.588709677419354
1938-07-15,-33.98790322580645
1938-08-15,4.772321428571429
1938-09-15,8.875000000000002
1938-10-15,19.6625
1938-11-15,2.4193548387096797
1938-12-15,9.470833333333333
1939-01-15,10.70564516129032
1939-02-15,24.947580645161292
1939-03-15,-6.695833333333333
1939-04-15,4.75
1939-05-15,-1.3708333333333336
1939-06-15,-0.318548387096774
1939-07-15,10.548387096774192
1939-08-15,-8.311268472906406
1939-09-15,15.798387096774192
1939-10-15,-20.950000000000003
1939-11-15,-7.802419354838712
1939-12-15,5.391666666666666
1940-01-15,-15.870967741935482
1940-02-15,-27.588709677419356
1940-03-15,-2.5249999999999986
1940-04-15,-9.475806451612904
1940-05-15,6.866666666666667
1940-06-15,3.57258064516129
1940-07-15,-3.608870967741934
1940-08-15,5.480911330049263
1940-09-15,3.3024193548387117
1940-10-15,-3.333333333333332
1940-11-15,-4.94758064516129
1940-12-15,-12.974999999999998
1941-01-15,5.73790322580645
1941-02-15,12.43548387096774
1941-03-15,4.804166666666667
1941-04-15,-2.754032258064516
1941-05-15,4.250000000000002
1941-06-15,1.2782258064516139
1941-07-15,-5.044354838709676
1941-08-15,-6.013392857142859
1941-09-15,-18.060483870967744
1941-10-15,6.979166666666668
1941-11-15,-2.907258064516129
1941-12-15,-2.979166666666667
1942-01-15,-4.866935483870966
1942-02-15,-10.141129032258064
1942-03-15,1.0083333333333329
1942-04-15,12.463709677419356
1942-05-15,-0.0041666666666699825
1942-06-15,-5.15725806451613
1942-07-15,3.076612903225806
1942-08-15,-0.6383928571428559
1942-09-15,-9.491935483870968
1942-10-15,-9.141666666666667
1942-11-15,6.693548387096775
1942-12-15,4.495833333333333
1943-01-15,2.068548387096774
1943-02-15,33.971774193548384
1943-03-15,9.141666666666666
1943-04-15,-5.185483870967744
1943-05-15,1.50416666666667
1943-06-15,3.350806451612904
1943-07-15,0.616935483870968
1943-08-15,3.8303571428571423
1943-09-15,4.778225806451612
1943-10-15,1.4124999999999996
1943-11-15,-5.133064516129034
1943-12-15,-4.720833333333333
1944-01-15,-9.064516129032258
1944-02-15,-37.875
1944-03-15,-17.97083333333333
1944-04-15,-12.552419354838708
1944-05-15,-15.104166666666668
1944-06-15,1.084677419354838
1944-07-15,-0.06451612903225801
1944-08-15,-4.883928571428571
1944-09-15,2.43951612903226
1944-10-15,0.029166666666666785
1944-11-15,-0.314516129032258
1944-12-15,-0.8666666666666663
1945-01-15,3.77016129032258
1945-02-15,-2.024193548387097
1945-03-15,-0.5333333333333332
1945-04-15,0.1532258064516121
1945-05-15,1.333333333333334
1945-06-15,1.016129032258064
1945-07-15,3.604838709677418
1945-08-15,18.495535714285715
1945-09-15,23.758064516129032
1945-10-15,16.112499999999997
1945-11-15,10.040322580645164
1945-12-15,12.4875
1946-01-15,7.63709677419355
1946-02-15,5.943548387096775
1946-03-15,52.32083333333333
1946-04-15,1.391129032258064
1946-05-15,4.858333333333333
1946-06-15,-6.98790322580645
1946-07-15,-3.774193548387096
1946-08-15,-16.86607142857143
1946-09-15,10.435483870967744
1946-10-15,-12.654166666666665
1946-11-15,-2.3064516129032278
1946-12-15,-0.22500000000000142
1947-01-15,1.362903225806452
1947-02-15,14.028225806451614
1947-03-15,-17.02916666666667
1947-04-15,12.044354838709676
1947-05-15,3.7208333333333314
