date,mean
1932-02-01,7.560066740823139
1932-03-01,104.11735261401557
1932-04-01,-35.64838709677417
1932-05-01,-14.33548387096775
1932-06-01,-113.51451612903227
1932-07-01,2.7080645161290313
1932-08-01,53.17741935483872
1932-09-01,10.364516129032253
1932-10-01,-23.912903225806446
1932-11-01,-22.437096774193563
1932-12-01,9.420967741935485
1933-01-01,8.080645161290327
1933-02-01,19.869815668202754
1933-03-01,11.872119815668206
1933-04-01,0.5564516129032313
1933-05-01,61.52419354838712
1933-06-01,-109.77419354838713
1933-07-01,-11.338709677419349
1933-08-01,39.58064516129032
1933-09-01,11.55806451612903
1933-10-01,-18.816129032258047
1933-11-01,-10.733870967741936
1933-12-01,-24.830645161290334
1934-01-01,-15.580645161290317
1934-02-01,25.161290322580644
1934-03-01,35.08064516129033
1934-04-01,-57.480645161290326
1934-05-01,6.722580645161283
1934-06-01,-16.37258064516129
1934-07-01,6.259677419354837
1934-08-01,38.66129032258064
1934-09-01,13.079032258064515
1934-10-01,-51.54677419354838
1934-11-01,-13.253225806451614
1934-12-01,42.14032258064515
1935-01-01,5.806451612903231
1935-02-01,12.38536866359447
1935-03-01,1.2114055299539146
1935-04-01,-22.043548387096763
1935-05-01,-22.666129032258073
1935-06-01,39.11612903225807
1935-07-01,-33.21290322580646
1935-08-01,-15.0
1935-09-01,90.61290322580646
1935-10-01,-7.0967741935483915
1935-11-01,-49.603225806451626
1935-12-01,13.603225806451626
1936-01-01,-5.225806451612904
1936-02-01,23.581201334816456
1936-03-01,-23.67797552836484
1936-04-01,84.86935483870968
1936-05-01,-68.9983870967742
1936-06-01,63.6983870967742
1936-07-01,-60.11774193548387
1936-08-01,-66.48387096774195
1936-09-01,-2.3483870967741893
1936-10-01,46.23548387096775
1936-11-01,40.76451612903225
1936-12-01,-79.95806451612903
1937-01-01,20.854838709677413
1937-02-01,81.17108294930875
1937-03-01,-4.429147465437801
1937-04-01,193.76129032258066
1937-05-01,-170.05161290322582
1937-06-01,-43.24838709677419
1937-07-01,3.958064516129035
1937-08-01,-0.24193548387098218
1937-09-01,-16.266129032258064
1937-10-01,163.7983870967742
1937-11-01,-155.2483870967742
1937-12-01,-21.945161290322574
1938-01-01,376.64516129032256
1938-02-01,-302.94642857142856
1938-03-01,-32.03744239631338
1938-04-01,92.73387096774195
1938-05-01,0.9919354838709609
1938-06-01,-144.49193548387098
1938-07-01,95.95967741935485
1938-08-01,-43.25806451612904
1938-09-01,109.04838709677418
1938-10-01,16.70967741935486
1938-11-01,-165.75967741935486
1938-12-01,15.469354838709677
1939-01-01,-50.274193548387096
1939-02-01,162.176267281106
1939-03-01,17.194700460829495
1939-04-01,222.18387096774194
1939-05-01,-205.9258064516129
1939-06-01,-59.874193548387126
1939-07-01,110.7774193548387
1939-08-01,127.64516129032262
1939-09-01,-270.6725806451613
1939-10-01,154.05967741935484
1939-11-01,-239.20967741935488
1939-12-01,28.09677419354839
1940-01-01,80.1290322580645
1940-02-01,-64.13959955506117
1940-03-01,306.51056729699667
1940-04-01,-218.7967741935484
1940-05-01,-48.154838709677406
1940-06-01,98.4548387096774
1940-07-01,-144.37419354838707
1940-08-01,-12.967741935483865
1940-09-01,30.09193548387097
1940-10-01,70.64999999999999
1940-11-01,-43.1
1940-12-01,-11.432258064516134
1941-01-01,-6.048387096774192
1941-02-01,44.9377880184332
1941-03-01,280.36866359447004
1941-04-01,-298.4258064516129
1941-05-01,-67.52580645161291
1941-06-01,2.1258064516129096
1941-07-01,80.1806451612903
1941-08-01,67.40322580645162
1941-09-01,-61.48387096774191
1941-10-01,-20.048387096774206
1941-11-01,40.94838709677421
1941-12-01,-47.09354838709679
1942-01-01,-81.91935483870967
1942-02-01,33.309331797235004
1942-03-01,135.80357142857144
1942-04-01,2.0500000000000114
1942-05-01,-186.16290322580647
1942-06-01,1.262903225806454
1942-07-01,57.52741935483871
1942-08-01,4.112903225806441
1942-09-01,72.30967741935486
1942-10-01,117.41612903225807
1942-11-01,-108.6661290322581
1942-12-01,-108.9306451612903
1943-01-01,16.88709677419356
1943-02-01,-11.27073732718894
1943-03-01,29.561059907834093
1943-04-01,6.253225806451617
1943-05-01,3.8596774193548455
1943-06-01,-25.109677419354853
1943-07-01,28.400000000000006
1943-08-01,386.95161290322574
1943-09-01,-225.65161290322578
1943-10-01,-54.509677419354844
1943-11-01,-28.390322580645133
1943-12-01,-86.7709677419355
1944-01-01,-15.919354838709673
1944-02-01,27.290322580645153
1944-03-01,40.93548387096773
1944-04-01,-34.13548387096773
1944-05-01,-74.68709677419355
1944-06-01,-20.162903225806446
1944-07-01,-23.724193548387092
1944-08-01,41.225806451612904
1944-09-01,13.19838709677419
1944-10-01,10.511290322580656
1944-11-01,-59.01129032258066
1944-12-01,107.49516129032257
1945-01-01,-29.709677419354826
1945-02-01,-30.542626728110605
1945-03-01,128.8168202764977
1945-04-01,-63.05967741935485
1945-05-01,-78.81129032258065
1945-06-01,-26.788709677419345
1945-07-01,31.917741935483864
1945-08-01,-28.30645161290322
1945-09-01,31.088709677419356
1945-10-01,18.75
1945-11-01,-44.849999999999994
1945-12-01,103.68870967741935
1946-01-01,1.3548387096774235
1946-02-01,148.14573732718895
1946-03-01,191.9671658986175
1946-04-01,-154.80645161290323
1946-05-01,-151.67741935483866
1946-06-01,2.5774193548387103
1946-07-01,-26.287096774193557
1946-08-01,-48.62903225806452
1946-09-01,587.6161290322581
1946-10-01,-592.4064516129032
1946-11-01,-3.243548387096766
1946-12-01,-38.46612903225806
1947-01-01,39.91935483870967
