D,X,Y,Z,date
NA,38679.16685747889,-671.7709515205548,16381.0,2005-01-01
NA,38661.18908719616,-670.3337706428817,16384.0,2005-01-02
NA,38662.18893691523,-670.3511067116392,16384.0,2005-01-03
NA,38671.16806376402,-671.6320302949592,16385.0,2005-01-04
NA,38668.16851612094,-671.5799348353609,16381.0,2005-01-05
NA,38680.18623185845,-670.6631559492726,16382.0,2005-01-06
NA,38677.225631822184,-668.3609990993097,16381.0,2005-01-07
NA,38648.229960769706,-667.8599400042581,16386.0,2005-01-08
NA,38671.2265274665,-668.2573317003335,16385.0,2005-01-09
NA,38677.18668270125,-670.6111477430004,16381.0,2005-01-10
NA,38679.16685747889,-671.7709515205548,16385.0,2005-01-11
NA,38661.18908719616,-670.3337706428817,16385.0,2005-01-12
NA,38673.16776219274,-671.6667606013581,16385.0,2005-01-13
NA,38679.244759748246,-667.270421559365,16385.0,2005-01-14
NA,38673.20677273354,-669.4168457671982,16382.0,2005-01-15
NA,38682.244313432595,-667.3221680053952,16381.0,2005-01-16
NA,38640.25056185164,-666.5977177609725,16384.0,2005-01-17
NA,38623.33035756956,-661.8104638380858,16386.0,2005-01-18
NA,38625.368503225356,-659.5975970595192,16386.0,2005-01-19
NA,38661.18908719616,-670.3337706428817,16389.0,2005-01-20
NA,38659.11113322187,-674.797294897567,NA,2005-01-21
NA,38624.21411180994,-668.5688035364633,16389.0,2005-01-22
NA,38658.20901938958,-669.1572410026876,16388.0,2005-01-23
NA,38673.10900095406,-675.0416285876889,16385.0,2005-01-24
NA,38676.24520606389,-667.2186751133348,16386.0,2005-01-25
NA,38686.1266473885,-674.1431763486814,16385.0,2005-01-26
NA,38700.14412297453,-673.2613615823311,16388.0,2005-01-27
NA,38697.14457684812,-673.2091788694509,16382.0,2005-01-28
NA,38697.26148462357,-666.4552428103154,16390.0,2005-01-29
NA,38680.18623185845,-670.6631559492726,16387.0,2005-01-30
NA,38679.20587407112,-669.5206876730024,16392.0,2005-01-31
NA,38681.20557451698,-669.5553016416038,16388.0,2005-02-01
NA,38688.18502961099,-670.8018444993319,16391.0,2005-02-02
NA,38684.224586903816,-668.4819443981152,16387.0,2005-02-03
NA,38690.16519883684,-671.9619682057487,16391.0,2005-02-04
NA,38696.20332786094,-669.8149064061146,16389.0,2005-02-05
NA,38691.20407674629,-669.728371484611,16388.0,2005-02-06
NA,38676.26459830527,-666.0936284626159,16389.0,2005-02-07
NA,38667.22712456271,-668.188220101016,16388.0,2005-02-08
NA,38670.207222064746,-669.364924814296,16389.0,2005-02-09
NA,38675.22593037029,-668.3264432996509,16391.0,2005-02-10
NA,38679.186382139385,-670.6458198805152,16388.0,2005-02-11
NA,38685.282627889654,-665.123297065225,16389.0,2005-02-12
NA,38694.1841279254,-670.9058609118764,16392.0,2005-02-13
NA,38695.20347763801,-669.7975994218139,16392.0,2005-02-14
NA,38701.24148676684,-667.6498954969197,16393.0,2005-02-15
NA,38680.26400522304,-666.1625073859873,16393.0,2005-02-16
NA,38689.22384053355,-668.568333897262,16396.0,2005-02-17
NA,38648.32668827807,-662.2387757694314,16395.0,2005-02-18
NA,38667.207671395954,-669.3130038613939,16395.0,2005-02-19
NA,38673.20677273354,-669.4168457671982,16395.0,2005-02-20
NA,38672.22637819245,-668.2746096001628,16398.0,2005-02-21
NA,38698.2030283068,-669.8495203747159,16398.0,2005-02-22
NA,38714.181122306756,-671.2525822870247,16392.0,2005-02-23
NA,38711.18157314955,-671.2005740807524,16394.0,2005-02-24
NA,38700.202728752665,-669.8841343433173,16398.0,2005-02-25
NA,38696.12512941253,-674.3174095690755,16399.0,2005-02-26
NA,38698.18352680167,-670.975205186906,16398.0,2005-02-27
NA,38700.12452222215,-674.3871028572331,16399.0,2005-02-28
NA,38699.18337652074,-670.9925412556635,16397.0,2005-03-01
NA,38693.22324343734,-668.6374454965795,16398.0,2005-03-02
NA,38699.222347793024,-668.7411128955557,16397.0,2005-03-03
NA,38704.22160142276,-668.8275023947025,16397.0,2005-03-04
NA,38694.164595694274,-672.0314288185465,16400.0,2005-03-05
NA,38670.26548792861,-665.9903100775589,16401.0,2005-03-06
NA,38667.24654501083,-667.0634357752442,16403.0,2005-03-07
NA,38676.24520606389,-667.2186751133348,16401.0,2005-03-08
NA,38681.16655590761,-671.8056818269537,16402.0,2005-03-09
NA,38680.20572429405,-669.5379946573031,16395.0,2005-03-10
NA,38690.24312325754,-667.4601585281424,16401.0,2005-03-11
NA,38692.24282571378,-667.4946561588291,16401.0,2005-03-12
NA,38699.16384176607,-672.1182545845437,16400.0,2005-03-13
NA,38676.22578109623,-668.3437211994802,16401.0,2005-03-14
NA,NA,NA,NA,2005-03-15
NA,38703.24118922308,-667.6843931276065,16401.0,2005-03-16
NA,38688.3015173638,-664.0494722128421,16401.0,2005-03-17
NA,38697.20317808387,-669.8322133904152,16400.0,2005-03-18
NA,38682.244313432595,-667.3221680053952,16402.0,2005-03-19
NA,38687.24356957319,-667.4084120821121,16401.0,2005-03-20
NA,38687.282332349496,-665.1576783578804,16403.0,2005-03-21
NA,38704.202129644385,-669.9533622805202,16399.0,2005-03-22
NA,38708.18202399235,-671.1485658744801,16402.0,2005-03-23
NA,38711.162032338376,-672.3266364229371,16401.0,2005-03-24
NA,38692.24282571378,-667.4946561588291,16400.0,2005-03-25
NA,38691.22354198545,-668.6028896969208,16400.0,2005-03-26
NA,38692.20392696922,-669.7456784689117,16402.0,2005-03-27
NA,38694.20362741508,-669.7802924375131,16405.0,2005-03-28
NA,38706.162786266585,-672.2398106569398,16402.0,2005-03-29
NA,38696.24223062625,-667.5636514202027,16405.0,2005-03-30
NA,38706.162786266585,-672.2398106569398,16403.0,2005-03-31
NA,38707.16263548094,-672.2571758101393,16402.0,2005-04-01
NA,38710.20123098197,-670.0572041863245,16402.0,2005-04-02
NA,38708.24044536367,-667.7706372043235,16404.0,2005-04-03
NA,38699.20287852973,-669.8668273590166,16403.0,2005-04-04
NA,38657.402178572425,-657.8949795397799,16405.0,2005-04-05
NA,38684.28277565973,-665.1061064188973,16408.0,2005-04-06
NA,38682.22488545192,-668.4473885984564,16401.0,2005-04-07
NA,38694.28129795895,-665.2780128821744,16407.0,2005-04-08
NA,38708.22100432655,-668.89661399402,16405.0,2005-04-09
NA,38712.27863809754,-665.587444516073,16405.0,2005-04-10
NA,38709.20138075904,-670.0398972020238,16404.0,2005-04-11
NA,38669.36208905389,-660.3488666168855,16410.0,2005-04-12
NA,38671.304020961375,-663.7577256622757,16408.0,2005-04-13
NA,38675.3034318796,-663.8263719094678,16409.0,2005-04-14
NA,38683.26356041137,-666.2141665785158,16407.0,2005-04-15
NA,38689.22384053355,-668.568333897262,16408.0,2005-04-16
NA,38698.2030283068,-669.8495203747159,16405.0,2005-04-17
NA,38694.22309416329,-668.6547233964088,16409.0,2005-04-18
NA,38702.182925677946,-671.0445494619357,16409.0,2005-04-19
NA,38682.26370868192,-666.196946847673,16405.0,2005-04-20
NA,38690.16519883684,-671.9619682057487,16409.0,2005-04-21
NA,38700.222198518975,-668.758390795385,16411.0,2005-04-22
NA,38711.2010812049,-670.0745111706252,16413.0,2005-04-23
NA,38703.24118922308,-667.6843931276065,16412.0,2005-04-24
NA,38704.18262511608,-671.0792215994505,16412.0,2005-04-25
NA,38706.162786266585,-672.2398106569398,16413.0,2005-04-26
NA,38711.2010812049,-670.0745111706252,16412.0,2005-04-27
NA,38719.199882988345,-670.2129670450308,16411.0,2005-04-28
NA,NA,NA,NA,2005-04-29
NA,38684.166103550684,-671.857777286552,16412.0,2005-04-30
NA,38675.206473179394,-669.4514597357996,16414.0,2005-05-01
NA,38689.14578717769,-673.0700249684365,16412.0,2005-05-02
NA,38685.24386711695,-667.3739144514253,16412.0,2005-05-03
NA,38686.26311559969,-666.2658257710442,16410.0,2005-05-04
NA,38698.22249706708,-668.7238349957263,16408.0,2005-05-05
NA,NA,NA,16412.0,2005-05-06
NA,38714.10275645547,-675.7571772516176,16407.0,2005-05-07
NA,38614.3124153768,-662.7795166397882,16419.0,2005-05-08
NA,38658.28661768178,-664.6591496143769,16417.0,2005-05-09
NA,38668.285139980995,-664.831056077654,16411.0,2005-05-10
NA,38687.24356957319,-667.4084120821121,16415.0,2005-05-11
NA,38686.185330172855,-670.7671723618171,16417.0,2005-05-12
NA,38672.28454890068,-664.8998186629648,16418.0,2005-05-13
NA,38686.10702099109,-675.2685098713737,16419.0,2005-05-14
NA,38600.56225953027,-647.942318518784,NA,2005-05-15
NA,38618.40782518639,-657.23135012142,16422.0,2005-05-16
NA,38630.348568598805,-660.8066801690696,16418.0,2005-05-17
NA,38654.32580764812,-662.3415706329545,16423.0,2005-05-18
NA,38678.22548254813,-668.378276999139,16417.0,2005-05-19
NA,38662.28602660146,-664.7279121996878,16416.0,2005-05-20
NA,38658.28661768178,-664.6591496143769,16421.0,2005-05-21
NA,38669.187884948704,-670.4724591929411,16424.0,2005-05-22
NA,38680.28336674005,-665.0373438335864,16421.0,2005-05-23
NA,38697.16414333735,-672.0835242781449,16421.0,2005-05-24
NA,38703.20227942146,-669.9360552962195,16420.0,2005-05-25
NA,38700.18322623981,-671.0098773244208,16419.0,2005-05-26
NA,38710.22070577845,-668.9311697936787,16420.0,2005-05-27
NA,38716.1417023154,-673.5396693843597,16417.0,2005-05-28
NA,38692.28159349911,-665.2436315895189,16420.0,2005-05-29
NA,38606.39043412723,-658.1501711081669,16425.0,2005-05-30
NA,38660.208719835435,-669.1918549712889,16425.0,2005-05-31
NA,38676.22578109623,-668.3437211994802,16424.0,2005-06-01
NA,38687.24356957319,-667.4084120821121,16425.0,2005-06-02
NA,38691.20407674629,-669.728371484611,16424.0,2005-06-03
NA,38696.222795615184,-668.6892791960676,16423.0,2005-06-04
NA,38675.3034318796,-663.8263719094678,16422.0,2005-06-05
NA,38687.26296732914,-666.283045501887,16419.0,2005-06-06
NA,38677.225631822184,-668.3609990993097,16427.0,2005-06-07
NA,38691.28174126919,-665.2264409431912,16421.0,2005-06-08
NA,38695.18397764447,-670.9231969806337,16425.0,2005-06-09
NA,38707.20168031318,-670.0052832334223,16422.0,2005-06-10
NA,38707.22115360061,-668.8793360941905,16425.0,2005-06-11
NA,38696.28100241879,-665.3123941748297,16425.0,2005-06-12
NA,38643.26949123366,-665.5253773448022,16430.0,2005-06-13
NA,38686.22428835571,-668.5165001977739,16428.0,2005-06-14
NA,38676.26459830527,-666.0936284626159,16427.0,2005-06-15
NA,38695.242379398136,-667.5464026048594,16428.0,2005-06-16
NA,38676.283957820364,-664.9685812482757,16431.0,2005-06-17
NA,38693.242676941896,-667.5119049741726,16431.0,2005-06-18
NA,38693.22324343734,-668.6374454965795,16430.0,2005-06-19
NA,38699.16384176607,-672.1182545845437,16432.0,2005-06-20
NA,38706.20183009025,-669.9879762491216,16430.0,2005-06-21
NA,38716.20033231955,-670.1610460921287,16426.0,2005-06-22
NA,38655.32566087646,-662.3587031102082,16429.0,2005-06-23
NA,38671.2459499233,-667.1324310366178,16433.0,2005-06-24
NA,38683.26356041137,-666.2141665785158,16431.0,2005-06-25
NA,38685.22443762976,-668.4992222979446,16431.0,2005-06-26
NA,38698.18352680167,-670.975205186906,16429.0,2005-06-27
NA,38703.16323862351,-672.1877151973415,16432.0,2005-06-28
NA,38707.12345963897,-674.5090661115089,16434.0,2005-06-29
NA,38712.25926056521,-666.713538772958,16431.0,2005-06-30
NA,38713.23970150426,-667.8568812810405,16430.0,2005-07-01
NA,38700.241635538725,-667.6326466815764,16430.0,2005-07-02
NA,38700.241635538725,-667.6326466815764,16428.0,2005-07-03
NA,38702.221899970864,-668.7929465950438,16428.0,2005-07-04
NA,38709.16233390966,-672.2919061165381,16427.0,2005-07-05
NA,38714.22010868224,-669.0002813929962,16429.0,2005-07-06
NA,38707.260001917995,-666.6274401187438,16430.0,2005-07-07
NA,38717.18067146396,-671.3045904932969,16431.0,2005-07-08
NA,38680.225184000024,-668.4128327987977,16434.0,2005-07-09
NA,38653.345204303274,-661.2000582010577,16437.0,2005-07-10
NA,38662.22787093297,-668.1018306018692,16438.0,2005-07-11
NA,38648.384332351445,-658.8660704966095,16436.0,2005-07-12
NA,38667.323899616546,-662.5642928372541,16439.0,2005-07-13
NA,38681.34110863914,-661.6789531965213,16436.0,2005-07-14
NA,38692.24282571378,-667.4946561588291,16433.0,2005-07-15
NA,38698.280706878635,-665.3467754674851,16439.0,2005-07-16
NA,38691.28174126919,-665.2264409431912,16436.0,2005-07-17
NA,38665.32419315987,-662.5300278827465,16439.0,2005-07-18
NA,38686.22428835571,-668.5165001977739,16438.0,2005-07-19
NA,38688.2239898076,-668.5510559974326,16441.0,2005-07-20
NA,38678.30299006826,-663.8778565948619,16438.0,2005-07-21
NA,38691.26237424691,-666.3519244252584,16436.0,2005-07-22
NA,38690.24312325754,-667.4601585281424,16439.0,2005-07-23
NA,38708.25985364744,-666.6446598495867,16440.0,2005-07-24
NA,38709.220855052496,-668.9138918938493,16439.0,2005-07-25
NA,38706.24074290743,-667.7361395736367,16437.0,2005-07-26
NA,38708.24044536367,-667.7706372043235,16441.0,2005-07-27
NA,38685.301959175136,-663.997987527448,16439.0,2005-07-28
NA,38690.204226523354,-669.7110645003103,16443.0,2005-07-29
NA,38693.28144572903,-665.2608222358466,16441.0,2005-07-30
NA,38701.2802635684,-665.3983474064682,16439.0,2005-07-31
NA,38699.222347793024,-668.7411128955557,16438.0,2005-08-01
NA,38705.27967248808,-665.4671099917791,16439.0,2005-08-02
NA,38698.26133635301,-666.4724625411583,16438.0,2005-08-03
NA,38687.301664634244,-664.0323106510441,16438.0,2005-08-04
NA,38698.300044659336,-664.2210878308224,16440.0,2005-08-05
NA,38680.30269552737,-663.9121797184579,16441.0,2005-08-06
NA,38680.26400522304,-666.1625073859873,16441.0,2005-08-07
NA,38693.30078101157,-664.1352800218323,16438.0,2005-08-08
NA,38693.22324343734,-668.6374454965795,16440.0,2005-08-09
NA,38675.28410559044,-664.951390601948,16441.0,2005-08-10
NA,38692.24282571378,-667.4946561588291,16441.0,2005-08-11
NA,38698.241933082485,-667.5981490508896,16444.0,2005-08-12
NA,38713.259112294654,-666.7307585038009,16443.0,2005-08-13
NA,38696.28100241879,-665.3123941748297,16440.0,2005-08-14
NA,38711.259408835765,-666.6963190421152,16443.0,2005-08-15
NA,38705.26029845911,-666.5930006570582,16442.0,2005-08-16
NA,38695.26178116468,-666.4208033486298,16442.0,2005-08-17
NA,38704.26044672966,-666.5757809262153,16446.0,2005-08-18
NA,38699.31920292345,-663.1125321093766,16441.0,2005-08-19
NA,38707.20168031318,-670.0052832334223,16442.0,2005-08-20
NA,38714.25896402409,-666.7479782346437,16441.0,2005-08-21
NA,38705.29901376621,-664.3412187634086,16443.0,2005-08-22
NA,38702.29945557755,-664.2897340780145,16446.0,2005-08-23
NA,38608.37098142797,-659.3073338214459,16451.0,2005-08-24
NA,38636.289868623506,-664.2809553951674,16456.0,2005-08-25
NA,38653.36442147988,-660.0756776869341,NA,2005-08-26
NA,38674.342132555175,-661.5592294476554,16446.0,2005-08-27
NA,38684.32140449834,-662.8555449505692,16445.0,2005-08-28
NA,38676.34184000774,-661.5934362330456,16447.0,2005-08-29
NA,38695.242379398136,-667.5464026048594,16443.0,2005-08-30
NA,38645.38476819257,-658.8149348260064,16444.0,2005-08-31
NA,38646.326981821396,-662.2045108149238,16452.0,2005-09-01
NA,38658.325220561484,-662.4101005419698,16450.0,2005-09-02
NA,38651.38389651031,-658.9172061672125,16452.0,2005-09-03
NA,38653.30667182941,-663.4488175499112,16452.0,2005-09-04
NA,38669.2268260146,-668.2227759006747,16454.0,2005-09-05
NA,38675.24535483577,-667.2014262979914,16453.0,2005-09-06
NA,38681.24446220448,-667.3049191900518,16454.0,2005-09-07
NA,38691.24297448566,-667.4774073434858,16456.0,2005-09-08
NA,38686.24371834507,-667.3911632667688,16449.0,2005-09-09
NA,38674.32287221493,-662.684220178031,16451.0,2005-09-10
NA,38617.446139798434,-654.9676631459989,16452.0,2005-09-11
NA,38640.34710586162,-660.9777140960209,16451.0,2005-09-12
NA,38623.3687947786,-659.5634484432753,16457.0,2005-09-13
NA,38636.34769095649,-660.9093005252404,16453.0,2005-09-14
NA,38648.288095382566,-664.4872431511,16452.0,2005-09-15
NA,38645.32712859305,-662.18737833767,16453.0,2005-09-16
NA,38663.305199124945,-663.6204331678915,16454.0,2005-09-17
NA,38668.304462772714,-663.7062409768816,16455.0,2005-09-18
NA,38671.28469667076,-664.8826280166371,16457.0,2005-09-19
NA,38671.2459499233,-667.1324310366178,16451.0,2005-09-20
NA,38680.225184000024,-668.4128327987977,16453.0,2005-09-21
NA,38682.205424739914,-669.5726086259045,16451.0,2005-09-22
NA,38685.22443762976,-668.4992222979446,16453.0,2005-09-23
NA,38697.22264634113,-668.706557095897,16455.0,2005-09-24
NA,38702.16338940915,-672.1703500441421,16455.0,2005-09-25
NA,38685.301959175136,-663.997987527448,16458.0,2005-09-26
NA,38684.34066981799,-661.7302633746067,16458.0,2005-09-27
NA,38686.32111095502,-662.8898099050768,16459.0,2005-09-28
NA,38691.30107555246,-664.1009568982362,16455.0,2005-09-29
NA,38702.28011579832,-665.415538052796,16454.0,2005-09-30
NA,38687.301664634244,-664.0323106510441,16456.0,2005-10-01
NA,38683.28292342981,-665.0889157725695,16456.0,2005-10-02
NA,38692.26222597635,-666.3691441561012,16456.0,2005-10-03
NA,38692.28159349911,-665.2436315895189,16456.0,2005-10-04
NA,38695.28115018887,-665.295203528502,16453.0,2005-10-05
NA,38701.26089154134,-666.5241217336868,16455.0,2005-10-06
NA,38705.27967248808,-665.4671099917791,16456.0,2005-10-07
NA,38683.30225371603,-663.963664403852,16459.0,2005-10-08
NA,38694.30063374112,-664.1524415836303,16460.0,2005-10-09
NA,38693.2620777058,-666.3863638869441,16457.0,2005-10-10
NA,38693.28144572903,-665.2608222358466,16458.0,2005-10-11
NA,38695.319790010086,-663.0440022003613,16458.0,2005-10-12
NA,38705.31832229349,-663.2153269728996,16460.0,2005-10-13
NA,38705.26029845911,-666.5930006570582,16456.0,2005-10-14
NA,38709.27908140777,-665.5358725770899,16457.0,2005-10-15
NA,38688.3015173638,-664.0494722128421,16458.0,2005-10-16
NA,38677.303137338706,-663.8606950330638,16461.0,2005-10-17
NA,38695.28115018887,-665.295203528502,16464.0,2005-10-18
NA,38684.28277565973,-665.1061064188973,16461.0,2005-10-19
NA,38697.26148462357,-666.4552428103154,16458.0,2005-10-20
NA,38718.277751477064,-665.6905883940392,16463.0,2005-10-21
NA,38707.279376947925,-665.5014912844345,16460.0,2005-10-22
NA,38719.14124844181,-673.5918520972401,16462.0,2005-10-23
NA,38710.2401478199,-667.8051348350103,16463.0,2005-10-24
NA,38681.3603397344,-660.5537583143491,16463.0,2005-10-25
NA,38686.26311559969,-666.2658257710442,16466.0,2005-10-26
NA,38691.30107555246,-664.1009568982362,16465.0,2005-10-27
NA,38691.30107555246,-664.1009568982362,16466.0,2005-10-28
NA,38702.31876260847,-663.1639295411381,16467.0,2005-10-29
NA,38707.279376947925,-665.5014912844345,16465.0,2005-10-30
NA,38675.43779958945,-655.9512253877323,16464.0,2005-10-31
NA,38671.361797500635,-660.3830152331295,16470.0,2005-11-01
NA,38693.37779473453,-659.633105555655,16468.0,2005-11-02
NA,38684.37910225791,-659.4796985438459,16466.0,2005-11-03
NA,38689.3399384494,-661.8157803380824,16468.0,2005-11-04
NA,38688.34008472312,-661.7986769453872,16467.0,2005-11-05
NA,38688.359319298026,-660.6732784712028,16465.0,2005-11-06
NA,38694.31993678174,-663.0268697231076,16466.0,2005-11-07
NA,38700.28041133848,-665.3811567601406,16466.0,2005-11-08
NA,38703.299308307105,-664.3068956398125,16471.0,2005-11-09
NA,38703.299308307105,-664.3068956398125,16469.0,2005-11-10
NA,38704.31846906515,-663.1981944956458,16469.0,2005-11-11
NA,38689.3591735214,-660.6903527793248,16468.0,2005-11-12
NA,38670.30416823182,-663.7405641004776,16469.0,2005-11-13
NA,38682.26370868192,-666.196946847673,16472.0,2005-11-14
NA,38693.28144572903,-665.2608222358466,16468.0,2005-11-15
NA,38702.24133799496,-667.6671443122632,16468.0,2005-11-16
NA,38705.27967248808,-665.4671099917791,16468.0,2005-11-17
NA,38713.29783560265,-664.4785112577928,16467.0,2005-11-18
NA,38708.29857195488,-664.3927034488026,16469.0,2005-11-19
NA,38693.3200835534,-663.0097372458537,16472.0,2005-11-20
NA,38696.28100241879,-665.3123941748297,16473.0,2005-11-21
NA,38695.28115018887,-665.295203528502,16474.0,2005-11-22
NA,38688.28218457942,-665.1748690042081,16476.0,2005-11-23
NA,38686.34037727055,-661.764470159997,16476.0,2005-11-24
NA,38686.282480119575,-665.1404877115527,16474.0,2005-11-25
NA,38695.28115018887,-665.295203528502,16473.0,2005-11-26
NA,38707.240594135554,-667.7533883889802,16475.0,2005-11-27
NA,38706.24074290743,-667.7361395736367,16472.0,2005-11-28
NA,NA,NA,NA,2005-11-29
NA,38703.31861583681,-663.1810620183919,16475.0,2005-11-30
NA,38699.338475712204,-661.9868142650337,16475.0,2005-12-01
NA,38698.280706878635,-665.3467754674851,16473.0,2005-12-02
NA,38698.280706878635,-665.3467754674851,16477.0,2005-12-03
NA,38699.357715755155,-660.8610958605444,16475.0,2005-12-04
NA,38703.37634193077,-659.8035577909985,16476.0,2005-12-05
NA,38704.29916103666,-664.3240572016106,16475.0,2005-12-06
NA,38709.31773520685,-663.2838568819149,16475.0,2005-12-07
NA,38706.31817552183,-663.2324594501534,16474.0,2005-12-08
NA,38709.31773520685,-663.2838568819149,16474.0,2005-12-09
NA,38689.3399384494,-661.8157803380824,16476.0,2005-12-10
NA,38673.43808718286,-655.9173094483622,16479.0,2005-12-11
NA,38673.380700342044,-659.2922010849682,16478.0,2005-12-12
NA,38689.37837585603,-659.5649246615177,16480.0,2005-12-13
NA,38700.35756997853,-660.8781701686664,16476.0,2005-12-14
NA,38704.31846906515,-663.1981944956458,16478.0,2005-12-15
NA,38708.29857195488,-664.3927034488026,16477.0,2005-12-16
NA,38708.33715924874,-662.1407447992898,16474.0,2005-12-17
NA,38721.29665743908,-664.615803752177,16476.0,2005-12-18
NA,38713.35567488241,-661.1001361742519,16474.0,2005-12-19
NA,38690.35902774477,-660.7074270874467,16478.0,2005-12-20
NA,38689.32067064004,-662.9412073368384,16478.0,2005-12-21
NA,38702.29945557755,-664.2897340780145,16478.0,2005-12-22
NA,38706.29886649577,-664.3583803252067,16478.0,2005-12-23
NA,NA,NA,NA,2005-12-24
NA,38699.357715755155,-660.8610958605444,16479.0,2005-12-25
NA,38706.279524718004,-665.4843006381068,16483.0,2005-12-26
NA,38704.29916103666,-664.3240572016106,16477.0,2005-12-27
NA,38687.359465074645,-660.6562041630809,16479.0,2005-12-28
NA,38688.3015173638,-664.0494722128421,16481.0,2005-12-29
NA,38699.29989738889,-664.2382493926204,16481.0,2005-12-30
NA,38699.338475712204,-661.9868142650337,16480.0,2005-12-31
NA,38686.22428835571,-668.5165001977739,16541.0,2006-01-01
NA,38685.24386711695,-667.3739144514253,16536.0,2006-01-02
NA,38678.283662280206,-665.0029625409311,16539.0,2006-01-03
NA,38678.26430176415,-666.1280679243016,16537.0,2006-01-04
NA,38684.28277565973,-665.1061064188973,16537.0,2006-01-05
NA,38670.30416823182,-663.7405641004776,16540.0,2006-01-06
NA,38678.36077706427,-660.5025353899832,16540.0,2006-01-07
NA,38677.283810050285,-664.9857718946033,16540.0,2006-01-08
NA,38681.3603397344,-660.5537583143491,16541.0,2006-01-09
NA,38690.35902774477,-660.7074270874467,16542.0,2006-01-10
NA,38683.32155127,-662.8384124733154,16540.0,2006-01-11
NA,38687.359465074645,-660.6562041630809,16547.0,2006-01-12
NA,38679.34140118658,-661.6447464111311,16539.0,2006-01-13
NA,38685.37895697753,-659.4967437673803,16548.0,2006-01-14
NA,38684.37910225791,-659.4796985438459,16542.0,2006-01-15
NA,38680.45614755513,-654.9108466534822,16543.0,2006-01-16
NA,38679.39899330301,-658.2693345962906,16543.0,2006-01-17
NA,38681.47503896269,-653.8025773170283,16542.0,2006-01-18
NA,38680.26400522304,-666.1625073859873,16544.0,2006-01-19
NA,38680.30269552737,-663.9121797184579,16540.0,2006-01-20
NA,38681.30254825692,-663.9293412802559,16541.0,2006-01-21
NA,38684.30210644558,-663.9808259656501,16543.0,2006-01-22
NA,38673.36150594739,-660.4171638493734,16545.0,2006-01-23
NA,38677.32243189996,-662.7356176097925,16542.0,2006-01-24
NA,38679.39899330301,-658.2693345962906,16545.0,2006-01-25
NA,38661.439812743345,-655.7138138121414,16548.0,2006-01-26
NA,38664.38200786543,-659.138794073159,16551.0,2006-01-27
NA,38665.401020292644,-658.0311086512384,16549.0,2006-01-28
NA,38673.342278828895,-661.5421260549602,16548.0,2006-01-29
NA,38675.38040978129,-659.3262915320369,16547.0,2006-01-30
NA,38685.321257726675,-662.8726774278231,16547.0,2006-01-31
NA,38681.34110863914,-661.6789531965213,16545.0,2006-02-01
NA,38675.36121439414,-660.4513124656173,16546.0,2006-02-02
NA,38677.32243189996,-662.7356176097925,16546.0,2006-02-03
NA,38676.322578671614,-662.7184851325386,16548.0,2006-02-04
NA,38688.26281905858,-666.3002652327299,16548.0,2006-02-05
NA,38664.38200786543,-659.138794073159,16548.0,2006-02-06
NA,38676.30328460915,-663.8435334712658,16550.0,2006-02-07
NA,38682.28307119989,-665.0717251262419,16552.0,2006-02-08
NA,38693.28144572903,-665.2608222358466,16550.0,2006-02-09
NA,38694.24252817001,-667.5291537895159,16552.0,2006-02-10
NA,38685.282627889654,-665.123297065225,16553.0,2006-02-11
NA,38681.30254825692,-663.9293412802559,16550.0,2006-02-12
NA,38683.32155127,-662.8384124733154,16552.0,2006-02-13
NA,38694.24252817001,-667.5291537895159,16552.0,2006-02-14
NA,38688.28218457942,-665.1748690042081,16550.0,2006-02-15
NA,38680.30269552737,-663.9121797184579,16551.0,2006-02-16
NA,38674.32287221493,-662.684220178031,16552.0,2006-02-17
NA,38690.26252251746,-666.3347046944156,16552.0,2006-02-18
NA,38685.301959175136,-663.997987527448,16549.0,2006-02-19
NA,38663.32448670318,-662.4957629282388,16552.0,2006-02-20
NA,38663.26652582251,-665.869771961659,16554.0,2006-02-21
NA,38667.3815720243,-659.189929743762,16553.0,2006-02-22
NA,38675.3034318796,-663.8263719094678,16554.0,2006-02-23
NA,38674.32287221493,-662.684220178031,16554.0,2006-02-24
NA,38682.28307119989,-665.0717251262419,16553.0,2006-02-25
NA,38681.34110863914,-661.6789531965213,16553.0,2006-02-26
NA,38683.28292342981,-665.0889157725695,16552.0,2006-02-27
NA,NA,NA,NA,2006-02-28
NA,NA,NA,16558.0,2006-03-01
NA,38689.22384053355,-668.568333897262,16555.0,2006-03-02
NA,NA,NA,NA,2006-03-03
NA,NA,NA,NA,2006-03-04
NA,38691.28174126919,-665.2264409431912,16554.0,2006-03-05
NA,38692.37794001491,-659.6160603321207,16554.0,2006-03-06
NA,38664.34359529237,-661.3881955207041,16559.0,2006-03-07
NA,38682.28307119989,-665.0717251262419,16557.0,2006-03-08
NA,38686.282480119575,-665.1404877115527,16555.0,2006-03-09
NA,38690.28188903927,-665.2092502968635,16556.0,2006-03-10
NA,38670.36194327726,-660.3659409250075,16558.0,2006-03-11
NA,NA,NA,16557.0,2006-03-12
NA,NA,NA,NA,2006-03-13
NA,38691.28174126919,-665.2264409431912,16560.0,2006-03-14
NA,38699.261188082455,-666.4896822720011,16556.0,2006-03-15
NA,38692.30092828201,-664.1181184600342,16561.0,2006-03-16
NA,38690.26252251746,-666.3347046944156,16561.0,2006-03-17
NA,38674.36136017076,-660.4342381574953,16559.0,2006-03-18
NA,38656.402323357404,-657.8779634008475,16560.0,2006-03-19
