H X Y Z date
19535.0   -38708.0 1961-01-01
19555.0   -38720.0 1961-01-02
19537.0   -38714.0 1961-01-03
19546.0   -38716.0 1961-01-04
19548.0   -38714.0 1961-01-05
19530.0   -38705.0 1961-01-06
19552.0   -38709.0 1961-01-07
19523.0   -38715.0 1961-01-08
19578.0   -38721.0 1961-01-09
19543.0   -38722.0 1961-01-10
19544.0   -38709.0 1961-01-11
19549.0   -38707.0 1961-01-12
   -38726.0 1961-01-13
19557.0   -38717.0 1961-01-14
19560.0   -38699.0 1961-01-15
19542.0   -38715.0 1961-01-16
19547.0   -38701.0 1961-01-17
19555.0   -38707.0 1961-01-18
19582.0   -38712.0 1961-01-19
19506.0   -38697.0 1961-01-20
19549.0   -38694.0 1961-01-21
19546.0   -38699.0 1961-01-22
19553.0   -38702.0 1961-01-23
19550.0   -38694.0 1961-01-24
19551.0   -38704.0 1961-01-25
19556.0   -38704.0 1961-01-26
19553.0   -38706.0 1961-01-27
19561.0   -38705.0 1961-01-28
19550.0   -38710.0 1961-01-29
   -38691.0 1961-01-30
19547.0   -38695.0 1961-01-31
19557.0   -38714.0 1961-02-01
19560.0   -38705.0 1961-02-02
19566.0   -38703.0 1961-02-03
19624.0   -38660.0 1961-02-04
19498.0   -38681.0 1961-02-05
19543.0   -38719.0 1961-02-06
19546.0   -38710.0 1961-02-07
19549.0   -38723.0 1961-02-08
19548.0   -38707.0 1961-02-09
19555.0   -38711.0 1961-02-10
19559.0   -38709.0 1961-02-11
19553.0   -38701.0 1961-02-12
19553.0   -38710.0 1961-02-13
19550.0   -38707.0 1961-02-14
19546.0   -38704.0 1961-02-15
19546.0   -38700.0 1961-02-16
19580.0   -38722.0 1961-02-17
19508.0   -38676.0 1961-02-18
19541.0   -38701.0 1961-02-19
19538.0   -38712.0 1961-02-20
19542.0   -38713.0 1961-02-21
19543.0   -38707.0 1961-02-22
19543.0   -38709.0 1961-02-23
19541.0   -38701.0 1961-02-24
19545.0   -38713.0 1961-02-25
19548.0   -38712.0 1961-02-26
19556.0   -38706.0 1961-02-27
19549.0   -38706.0 1961-02-28
19549.0   -38703.0 1961-03-01
19550.0   -38687.0 1961-03-02
    1961-03-03
19558.0   -38704.0 1961-03-04
19564.0   -38705.0 1961-03-05
19461.0   -38678.0 1961-03-06
19548.0   -38715.0 1961-03-07
19547.0   -38713.0 1961-03-08
19550.0   -38707.0 1961-03-09
19518.0   -38665.0 1961-03-10
19536.0   -38710.0 1961-03-11
19538.0   -38709.0 1961-03-12
19544.0   -38706.0 1961-03-13
19531.0   -38677.0 1961-03-14
19537.0   -38702.0 1961-03-15
19525.0   -38676.0 1961-03-16
19541.0   -38706.0 1961-03-17
19543.0   -38717.0 1961-03-18
19536.0   -38704.0 1961-03-19
19537.0   -38710.0 1961-03-20
19545.0   -38699.0 1961-03-21
19542.0   -38699.0 1961-03-22
19543.0   -38702.0 1961-03-23
19546.0   -38704.0 1961-03-24
19548.0   -38706.0 1961-03-25
19552.0   -38701.0 1961-03-26
19547.0   -38717.0 1961-03-27
19521.0   -38692.0 1961-03-28
19541.0   -38710.0 1961-03-29
19541.0   -38678.0 1961-03-30
   -38699.0 1961-03-31
   -38675.0 1961-04-01
   -38659.0 1961-04-02
19509.0   -38715.0 1961-04-03
19518.0   -38710.0 1961-04-04
19529.0   -38704.0 1961-04-05
19535.0   -38708.0 1961-04-06
19539.0   -38703.0 1961-04-07
19542.0   -38704.0 1961-04-08
19538.0   -38701.0 1961-04-09
19536.0   -38695.0 1961-04-10
19525.0   -38687.0 1961-04-11
19529.0   -38711.0 1961-04-12
19540.0   -38710.0 1961-04-13
19553.0   -38687.0 1961-04-14
19424.0   -38675.0 1961-04-15
19530.0   -38712.0 1961-04-16
19536.0   -38716.0 1961-04-17
19538.0   -38710.0 1961-04-18
19540.0   -38713.0 1961-04-19
19539.0   -38709.0 1961-04-20
19543.0   -38707.0 1961-04-21
19542.0   -38713.0 1961-04-22
19537.0   -38704.0 1961-04-23
19529.0   -38700.0 1961-04-24
19537.0   -38697.0 1961-04-25
19536.0   -38688.0 1961-04-26
19540.0   -38709.0 1961-04-27
19538.0   -38687.0 1961-04-28
19539.0   -38705.0 1961-04-29
19541.0   -38703.0 1961-04-30
19533.0   -38683.0 1961-05-01
19491.0   -38676.0 1961-05-02
19525.0   -38706.0 1961-05-03
19535.0   -38715.0 1961-05-04
19529.0   -38707.0 1961-05-05
19505.0   -38699.0 1961-05-06
19515.0   -38697.0 1961-05-07
19523.0   -38710.0 1961-05-08
19519.0   -38699.0 1961-05-09
19530.0   -38712.0 1961-05-10
19530.0   -38695.0 1961-05-11
19525.0   -38686.0 1961-05-12
19508.0   -38670.0 1961-05-13
19525.0   -38698.0 1961-05-14
19532.0   -38707.0 1961-05-15
19511.0   -38686.0 1961-05-16
19526.0   -38706.0 1961-05-17
19544.0   -38697.0 1961-05-18
19553.0   -38688.0 1961-05-19
19534.0   -38684.0 1961-05-20
19539.0   -38700.0 1961-05-21
19543.0   -38699.0 1961-05-22
19534.0   -38699.0 1961-05-23
19532.0   -38688.0 1961-05-24
19482.0   -38586.0 1961-05-25
19530.0   -38699.0 1961-05-26
19526.0   -38691.0 1961-05-27
19528.0   -38696.0 1961-05-28
19530.0   -38686.0 1961-05-29
19540.0   -38682.0 1961-05-30
19530.0   -38669.0 1961-05-31
19530.0   -38689.0 1961-06-01
19526.0   -38696.0 1961-06-02
19523.0   -38675.0 1961-06-03
19531.0   -38681.0 1961-06-04
19530.0   -38683.0 1961-06-05
19537.0   -38696.0 1961-06-06
19531.0   -38689.0 1961-06-07
19525.0   -38675.0 1961-06-08
19530.0   -38689.0 1961-06-09
19532.0   -38688.0 1961-06-10
19540.0   -38687.0 1961-06-11
19537.0   -38677.0 1961-06-12
19530.0   -38685.0 1961-06-13
19539.0   -38683.0 1961-06-14
19540.0   -38677.0 1961-06-15
19530.0   -38672.0 1961-06-16
19529.0   -38680.0 1961-06-17
19527.0   -38682.0 1961-06-18
19524.0   -38674.0 1961-06-19
19532.0   -38689.0 1961-06-20
19502.0   -38683.0 1961-06-21
19436.0   -38661.0 1961-06-22
19521.0   -38691.0 1961-06-23
19522.0   -38688.0 1961-06-24
19528.0   -38690.0 1961-06-25
19525.0   -38690.0 1961-06-26
19525.0   -38674.0 1961-06-27
19528.0   -38678.0 1961-06-28
19492.0   -38639.0 1961-06-29
19523.0   -38679.0 1961-06-30
19529.0   -38670.0 1961-07-01
19532.0   -38683.0 1961-07-02
19532.0   -38685.0 1961-07-03
19547.0   -38689.0 1961-07-04
19496.0    1961-07-05
19526.0    1961-07-06
19519.0   -38687.0 1961-07-07
   -38680.0 1961-07-08
19544.0   -38673.0 1961-07-09
19535.0   -38659.0 1961-07-10
19544.0   -38678.0 1961-07-11
19542.0   -38676.0 1961-07-12
19600.0   -38711.0 1961-07-13
19509.0   -38707.0 1961-07-14
19494.0   -38665.0 1961-07-15
19492.0   -38672.0 1961-07-16
19546.0   -38688.0 1961-07-17
19470.0   -38633.0 1961-07-18
19461.0   -38637.0 1961-07-19
19539.0   -38680.0 1961-07-20
19472.0   -38613.0 1961-07-21
19538.0   -38669.0 1961-07-22
19542.0   -38686.0 1961-07-23
    1961-07-24
19530.0   -38657.0 1961-07-25
19546.0   -38656.0 1961-07-26
19536.0   -38715.0 1961-07-27
19505.0   -38678.0 1961-07-28
19526.0   -38678.0 1961-07-29
19533.0   -38685.0 1961-07-30
19537.0   -38689.0 1961-07-31
19546.0   -38677.0 1961-08-01
19500.0   -38629.0 1961-08-02
19529.0   -38659.0 1961-08-03
19518.0   -38656.0 1961-08-04
19518.0   -38662.0 1961-08-05
19509.0   -38674.0 1961-08-06
19511.0   -38669.0 1961-08-07
19510.0   -38653.0 1961-08-08
19508.0   -38668.0 1961-08-09
19501.0   -38642.0 1961-08-10
19506.0   -38691.0 1961-08-11
19504.0   -38658.0 1961-08-12
    1961-08-13
19521.0   -38667.0 1961-08-14
19518.0   -38660.0 1961-08-15
19522.0   -38653.0 1961-08-16
19522.0   -38660.0 1961-08-17
19525.0   -38658.0 1961-08-18
19521.0   -38639.0 1961-08-19
19517.0   -38663.0 1961-08-20
19520.0   -38657.0 1961-08-21
19524.0   -38655.0 1961-08-22
19523.0   -38655.0 1961-08-23
19530.0   -38652.0 1961-08-24
19527.0   -38648.0 1961-08-25
19533.0   -38640.0 1961-08-26
19518.0   -38644.0 1961-08-27
19522.0   -38645.0 1961-08-28
19522.0   -38657.0 1961-08-29
19510.0   -38644.0 1961-08-30
19476.0   -38605.0 1961-08-31
19491.0    1961-09-01
19507.0    1961-09-02
19498.0    1961-09-03
19505.0    1961-09-04
19502.0    1961-09-05
19502.0    1961-09-06
19506.0    1961-09-07
19511.0    1961-09-08
19512.0    1961-09-09
19510.0    1961-09-10
19512.0    1961-09-11
19482.0   -38622.0 1961-09-12
19506.0   -38655.0 1961-09-13
19492.0   -38630.0 1961-09-14
19496.0   -38655.0 1961-09-15
19500.0   -38656.0 1961-09-16
19491.0   -38635.0 1961-09-17
19500.0   -38639.0 1961-09-18
19503.0   -38646.0 1961-09-19
19509.0   -38644.0 1961-09-20
19511.0   -38643.0 1961-09-21
19516.0   -38642.0 1961-09-22
19516.0   -38642.0 1961-09-23
19515.0   -38641.0 1961-09-24
19464.0   -38593.0 1961-09-25
19472.0   -38605.0 1961-09-26
19497.0   -38630.0 1961-09-27
19504.0   -38628.0 1961-09-28
19507.0   -38627.0 1961-09-29
19533.0   -38627.0 1961-09-30
19460.0   -38610.0 1961-10-01
19482.0   -38649.0 1961-10-02
19493.0   -38649.0 1961-10-03
19505.0   -38641.0 1961-10-04
    1961-10-05
    1961-10-06
    1961-10-07
19512.0   -38636.0 1961-10-08
19508.0   -38637.0 1961-10-09
19508.0   -38641.0 1961-10-10
19512.0   -38637.0 1961-10-11
19482.0   -38612.0 1961-10-12
19494.0   -38624.0 1961-10-13
19501.0   -38632.0 1961-10-14
19508.0   -38634.0 1961-10-15
19511.0   -38629.0 1961-10-16
19517.0   -38625.0 1961-10-17
19516.0   -38620.0 1961-10-18
19510.0   -38621.0 1961-10-19
19472.0   -38580.0 1961-10-20
19502.0   -38636.0 1961-10-21
19501.0   -38632.0 1961-10-22
19503.0   -38633.0 1961-10-23
19508.0   -38625.0 1961-10-24
19511.0   -38630.0 1961-10-25
19529.0   -38630.0 1961-10-26
19473.0   -38609.0 1961-10-27
19483.0   -38576.0 1961-10-28
19447.0   -38628.0 1961-10-29
19486.0   -38641.0 1961-10-30
19489.0   -38632.0 1961-10-31
19500.0   -38638.0 1961-11-01
19508.0   -38631.0 1961-11-02
19504.0   -38622.0 1961-11-03
19511.0   -38619.0 1961-11-04
19509.0   -38619.0 1961-11-05
19495.0   -38605.0 1961-11-06
19556.0   -38653.0 1961-11-07
19465.0   -38595.0 1961-11-08
19497.0   -38619.0 1961-11-09
19501.0   -38614.0 1961-11-10
19505.0   -38621.0 1961-11-11
19508.0   -38608.0 1961-11-12
19503.0   -38617.0 1961-11-13
19507.0   -38606.0 1961-11-14
19507.0   -38616.0 1961-11-15
19514.0   -38614.0 1961-11-16
19516.0   -38615.0 1961-11-17
19500.0   -38602.0 1961-11-18
19487.0   -38605.0 1961-11-19
19506.0   -38611.0 1961-11-20
19500.0   -38608.0 1961-11-21
19510.0   -38613.0 1961-11-22
19509.0   -38608.0 1961-11-23
19512.0   -38608.0 1961-11-24
19516.0   -38605.0 1961-11-25
19518.0   -38605.0 1961-11-26
19510.0   -38605.0 1961-11-27
19515.0   -38605.0 1961-11-28
19514.0   -38601.0 1961-11-29
19514.0   -38601.0 1961-11-30
19540.0   -38618.0 1961-12-01
19559.0   -38598.0 1961-12-02
19444.0   -38542.0 1961-12-03
19512.0   -38600.0 1961-12-04
19528.0   -38611.0 1961-12-05
19528.0   -38610.0 1961-12-06
19519.0   -38598.0 1961-12-07
19523.0   -38597.0 1961-12-08
19525.0   -38593.0 1961-12-09
19528.0   -38601.0 1961-12-10
19532.0   -38615.0 1961-12-11
19514.0   -38590.0 1961-12-12
19522.0   -38594.0 1961-12-13
19517.0   -38589.0 1961-12-14
19511.0   -38584.0 1961-12-15
19517.0   -38584.0 1961-12-16
19514.0   -38583.0 1961-12-17
19517.0   -38581.0 1961-12-18
19519.0   -38583.0 1961-12-19
19515.0   -38580.0 1961-12-20
19516.0   -38580.0 1961-12-21
19522.0   -38586.0 1961-12-22
19516.0   -38581.0 1961-12-23
19515.0   -38584.0 1961-12-24
19516.0   -38581.0 1961-12-25
19519.0   -38580.0 1961-12-26
19529.0   -38576.0 1961-12-27
19520.0   -38589.0 1961-12-28
19508.0   -38583.0 1961-12-29
19510.0   -38580.0 1961-12-30
   -38576.0 1961-12-31
    1962-01-01
    1962-01-02
    1962-01-03
    1962-01-04
    1962-01-05
    1962-01-06
    1962-01-07
    1962-01-08
    1962-01-09
    1962-01-10
    1962-01-11
    1962-01-12
    1962-01-13
    1962-01-14
    1962-01-15
    1962-01-16
    1962-01-17
    1962-01-18
    1962-01-19
    1962-01-20
    1962-01-21
    1962-01-22
    1962-01-23
    1962-01-24
    1962-01-25
    1962-01-26
    1962-01-27
    1962-01-28
    1962-01-29
    1962-01-30
    1962-01-31
    1962-02-01
    1962-02-02
    1962-02-03
    1962-02-04
    1962-02-05
    1962-02-06
    1962-02-07
