date,X,Y,Z
1964-01-01,23838.543463362606,-4031.274555940327,36701.0
1964-01-02,23802.295561361418,-4023.7204189151444,36718.0
1964-01-03,23810.65182116097,-4022.2834126207326,36714.0
1964-01-04,23814.595941058462,-4022.9496845128347,36716.0
1964-01-05,23817.436983506344,-4024.142211292261,36715.0
1964-01-06,23821.263997006452,-4025.501532098113,36712.0
1964-01-07,23821.029762507475,-4026.8873902473474,36712.0
1964-01-08,23824.339159407173,-4025.3083878800912,36714.0
1964-01-09,NA,NA,NA
1964-01-10,23825.20807813514,-4026.168033448682,36718.0
1964-01-11,23826.54537167636,-4024.255415781634,36715.0
1964-01-12,23830.37242064843,-4025.6147720812432,36713.0
1964-01-13,23832.46158059169,-4025.2546515246686,36712.0
1964-01-14,23833.213385565385,-4026.807757778731,36710.0
1964-01-15,23835.068280956864,-4027.834286825104,36709.0
1964-01-16,23819.526090930325,-4023.782524377962,36711.0
1964-01-17,23820.160874400386,-4026.0278088563923,36712.0
1964-01-18,23825.55933685714,-4024.0888764911283,36712.0
1964-01-19,23825.95981544065,-4027.720803755822,36712.0
1964-01-20,23828.283259921933,-4025.974774501709,36713.0
1964-01-21,23831.358450622804,-4025.7813400542686,36707.0
1964-01-22,23833.213385565385,-4026.807757778731,36706.0
1964-01-23,23836.923136792342,-4028.8609271919563,36706.0
1964-01-24,23828.283259921933,-4025.974774501709,36709.0
1964-01-25,NA,NA,NA
1964-01-26,NA,NA,NA
1964-01-27,NA,NA,NA
1964-01-28,23838.260660443415,-4026.9473158654473,36708.0
1964-01-29,23823.704303451017,-4023.06279614543,36715.0
1964-01-30,23831.475545772468,-4025.088112234163,36712.0
1964-01-31,23827.648462103964,-4023.7288385768106,36716.0
1964-02-01,23829.503476134025,-4024.7550336531513,36717.0
1964-02-02,23832.695720082433,-4023.8681283019823,36713.0
1964-02-03,23839.59803162735,-4025.033501777287,36711.0
1964-02-04,23836.288600494667,-4026.6141799193965,36708.0
1964-02-05,23837.108012551154,-4021.760509773004,36709.0
1964-02-06,23826.89646348589,-4022.1761421304873,36709.0
1964-02-07,23824.8073640311,-4022.536272901634,36711.0
1964-02-08,23822.550845533475,-4017.8790688586264,36714.0
1964-02-09,23823.536919081453,-4018.045378683903,36713.0
1964-02-10,23829.971616337305,-4021.982317782904,36715.0
1964-02-11,23835.887941478948,-4022.980865137011,36714.0
1964-02-12,23840.70115436856,-4024.5064875199023,36711.0
1964-02-13,23821.263997006452,-4025.501532098113,36717.0
1964-02-14,23831.8267102297,-4023.0084083409924,36713.0
1964-02-15,23836.52281907309,-4025.2274340474164,36711.0
1964-02-16,23837.74300632227,-4024.007127793599,36710.0
1964-02-17,23835.77090762475,-4023.674221309397,36708.0
1964-02-18,23835.65385360168,-4024.3675740771127,36708.0
1964-02-19,23837.860049859493,-4023.3137142550463,36706.0
1964-02-20,23841.804266620587,-4023.9794124911173,36701.0
1964-02-21,23819.709475663174,-4016.6872538202424,36705.0
1964-02-22,23829.21950158481,-4020.4295722335737,36703.0
1964-02-23,23832.411581013228,-4019.5421671113927,36704.0
1964-02-24,23836.238922027376,-4020.9007761976986,36701.0
1964-02-25,23833.51457305758,-4019.0151898010954,36702.0
1964-02-26,23827.130423885632,-4020.789942678398,36704.0
1964-02-27,23829.80399731941,-4016.963710234376,36704.0
1964-02-28,23833.28071589797,-4020.4017606709294,36704.0
1964-02-29,23835.369801657154,-4020.041096587223,36705.0
1964-03-01,23841.4032001401,-4020.3454389330113,36709.0
1964-03-02,23844.996523517497,-4023.091447312434,36706.0
1964-03-03,23852.13305197273,-4022.8683636169258,36704.0
1964-03-04,23819.254419164834,-4007.3476159545385,36711.0
1964-03-05,23818.67132214603,-4010.811943681505,36709.0
1964-03-06,23823.653789204433,-4017.3523783862006,36709.0
1964-03-07,23831.425507465254,-4019.375857286116,36713.0
1964-03-08,23834.149820938776,-4021.2614081957176,36712.0
1964-03-09,23833.631471387,-4018.3218992647926,36711.0
1964-03-10,23836.94033855154,-4016.740506472185,36712.0
1964-03-11,23840.70115436856,-4024.5064875199023,36712.0
1964-03-12,23835.837393329242,-4017.2676981709174,36711.0
1964-03-13,23842.389278525414,-4020.5117200745008,36708.0
1964-03-14,23835.60363783064,-4018.6544041799157,36709.0
1964-03-15,23836.35587520513,-4020.2074064124995,36707.0
1964-03-16,23847.83766353559,-4024.284256070065,36702.0
1964-03-17,23841.286242945003,-4021.038955538883,36704.0
1964-03-18,23841.169265576384,-4021.7324687423143,36699.0
1964-03-19,23849.057815254793,-4023.0631768136986,36700.0
1964-03-20,23848.589549158653,-4025.838113456711,36697.0
1964-03-21,23844.94599118763,-4017.3762180489152,36700.0
1964-03-22,23836.706613721843,-4018.127276648828,36704.0
1964-03-23,23827.714972056085,-4017.324384519423,36704.0
1964-03-24,23830.322509768568,-4019.9027451441602,36701.0
1964-03-25,23839.664877894316,-4018.625947969307,36704.0
1964-03-26,23835.720525664354,-4017.9610528753346,36704.0
1964-03-27,23839.547970717922,-4019.3194140101623,36707.0
1964-03-28,23844.59531818177,-4019.4570668367724,36701.0
1964-03-29,23850.160904876782,-4022.5357439663726,36699.0
1964-03-30,23836.6398981081,-4024.5340560021564,36708.0
1964-03-31,23833.51457305758,-4019.0151898010954,36707.0
1964-04-01,23824.873557031955,-4016.13259136691,36717.0
1964-04-02,23809.679632268733,-4010.0100758885137,36718.0
1964-04-03,23825.340693999864,-4013.3604142705785,36712.0
1964-04-04,23831.893021759934,-4016.6029178137815,36711.0
1964-04-05,23836.706613721843,-4018.127276648828,36712.0
1964-04-06,23840.884729456855,-4017.405172091922,36710.0
1964-04-07,23844.24446358893,-4021.5378850147126,36707.0
1964-04-08,23844.59531818177,-4019.4570668367724,36705.0
1964-04-09,23846.45055327066,-4020.4831812130938,36703.0
1964-04-10,23847.436636492483,-4020.6494336706555,36704.0
1964-04-11,23847.08567783519,-4022.7304997958527,36709.0
1964-04-12,23847.08567783519,-4022.7304997958527,36705.0
1964-04-13,23856.77922190159,-4019.3698706942396,36700.0
1964-04-14,23852.13305197273,-4022.8683636169258,36699.0
1964-04-15,23850.160904876782,-4022.5357439663726,36701.0
1964-04-16,23844.94599118763,-4017.3762180489152,36700.0
1964-04-17,23844.82912036217,-4018.0698377116582,36703.0
1964-04-18,23842.389278525414,-4020.5117200745008,36706.0
1964-04-19,23842.10451966097,-4016.184267879394,36706.0
1964-04-20,23844.07673444463,-4016.5164859510196,36709.0
1964-04-21,23846.282599657836,-4015.4613903331187,36706.0
1964-04-22,23850.227067873806,-4016.125596997635,36706.0
