date,X,Y,Z
1995-10-18,25593.007373112105,-9047.043638660616,3080.0
1995-10-19,25573.142272210986,-9049.227775078685,3075.0
1995-10-20,25585.355019176724,-9047.687690381916,3076.0
1995-10-21,25594.103365666342,-9049.94375162558,3073.0
1995-10-22,25594.476510690038,-9045.887913507217,3072.0
1995-10-23,25588.862931200005,-9049.765626150682,3065.0
1995-10-24,25605.68028439032,-9053.19933358284,3059.0
1995-10-25,25611.75305663479,-9057.022765012716,3058.0
1995-10-26,25621.787387635282,-9070.634545764347,3061.0
1995-10-27,25617.56189045473,-9061.592122178174,3067.0
1995-10-28,25620.278229508534,-9065.907149456756,3069.0
1995-10-29,25615.452468584313,-9067.553354113654,3072.0
1995-10-30,25605.30603704966,-9057.256910843824,3071.0
1995-10-31,25596.14181459723,-9053.177575140522,3064.0
1995-11-01,25594.256279288606,-9052.510674398338,3060.0
1995-11-02,25609.340561757614,-9057.845880335806,3061.0
1995-11-03,25608.174701931224,-9064.138868936738,3068.0
1995-11-04,25609.492756628413,-9060.414215045406,3062.0
1995-11-05,25603.5728159322,-9059.157800770314,3064.0
1995-11-06,25594.519595321555,-9051.76616383239,3068.0
1995-11-07,25605.194723173317,-9060.569749655773,3069.0
1995-11-08,25604.77906386997,-9058.746551836306,3067.0
1995-11-09,25611.530117143117,-9063.64987511494,3060.0
1995-11-10,25620.80561924868,-9064.416606747249,3060.0
1995-11-11,25618.24103683985,-9062.670808231687,3055.0
1995-11-12,25609.7963866349,-9065.551171059715,3058.0
1995-11-13,25616.922653841953,-9066.396734484926,3059.0
1995-11-14,25617.22516192104,-9071.535206536959,3067.0
1995-11-15,25619.75075305302,-9067.397661481446,3067.0
1995-11-16,25621.372362370283,-9068.810245493523,3063.0
1995-11-17,25617.22516192104,-9071.535206536959,3066.0
1995-11-18,25622.163667800436,-9066.574324431878,3057.0
1995-11-19,25613.638630738933,-9057.689556057774,3057.0
1995-11-20,25617.82547064643,-9060.846933675632,3064.0
1995-11-21,25616.507352924727,-9064.57279950651,3064.0
1995-11-22,25623.106386946387,-9066.907911919441,3061.0
1995-11-23,25615.979954104932,-9066.063092152752,3065.0
1995-11-24,25624.72804932951,-9068.320483855061,3051.0
1995-11-25,25629.026494861107,-9068.163922520775,3052.0
1995-11-26,25633.212434306482,-9071.32301804514,3053.0
1995-11-27,25607.981908426493,-9055.689182922602,3069.0
1995-11-28,25598.137832817174,-9050.532608200143,3058.0
1995-11-29,25603.72485752364,-9061.725741834496,3060.0
1995-11-30,25610.96258477508,-9059.257777613524,3064.0
1995-12-01,25592.10742569036,-9052.588221714523,3059.0
1995-12-02,25596.66846380161,-9051.688436652259,3063.0
1995-12-03,25609.077068866605,-9058.590822023623,3062.0
1995-12-04,25600.02344571046,-9051.199289545817,3057.0
1995-12-05,25606.2487950039,-9057.590388638773,3057.0
1995-12-06,25616.243664352543,-9065.317949664983,3059.0
1995-12-07,25619.335510362584,-9065.573561969195,3052.0
1995-12-08,25622.012029853293,-9064.004829105792,3055.0
1995-12-09,25610.58740770123,-9063.316260204932,3061.0
1995-12-10,25615.452468584313,-9067.553354113654,3055.0
1995-12-11,25628.08376601189,-9067.830362455943,3053.0
1995-12-12,25623.633834903747,-9065.417204672709,3053.0
1995-12-13,25620.80561924868,-9064.416606747249,3055.0
1995-12-14,25630.799262683897,-9072.146943034086,3054.0
1995-12-15,25618.39279121663,-9065.239974481634,3051.0
1995-12-16,25603.115172022528,-9051.454550963053,3059.0
1995-12-17,25609.18811366246,-9055.277641190762,3053.0
1995-12-18,25609.86748253064,-9056.35597396766,3053.0
1995-12-19,25617.71374867048,-9064.161201742792,3048.0
1995-12-20,25623.633834903747,-9065.417204672709,3048.0
1995-12-21,25614.73361659202,-9060.591688793324,3049.0
1995-12-22,25587.92015384641,-9049.43220320373,3046.0
1995-12-23,25606.664540973346,-9059.413617119946,3046.0
1995-12-24,25597.19502637053,-9050.199267527305,3050.0
1995-12-25,25611.75305663479,-9057.022765012716,3043.0
1995-12-26,25607.56589728361,-9053.866014928513,3035.0
1995-12-27,25617.71374867048,-9064.161201742792,3036.0
1995-12-28,25618.76823830074,-9061.180384046724,3055.0
1995-12-29,25629.441596538938,-9069.988558405104,3039.0
1995-12-30,25631.590859259944,-9069.910199307493,3048.0
1995-12-31,25631.439512386907,-9067.339881291055,3042.0
1996-01-01,25665.08195710924,-8929.156966638331,3047.0
1996-01-02,25667.23064800164,-8929.06752479144,3044.0
1996-01-03,25665.247086757423,-8931.725307894865,3040.0
1996-01-04,25668.600057343247,-8931.21800742532,3044.0
1996-01-05,25673.157319840953,-8930.292113402389,3041.0
1996-01-06,25676.675463518277,-8932.353169303065,3040.0
1996-01-07,25671.598298818884,-8934.772788609653,3042.0
1996-01-08,25673.062512259727,-8933.607907312937,3041.0
1996-01-09,25671.598298818884,-8934.772788609653,3036.0
1996-01-10,25673.417080646697,-8929.545307749913,3034.0
1996-01-11,25677.100219257885,-8934.17558201016,3027.0
1996-01-12,25671.078451364378,-8936.26628653687,3032.0
1996-01-13,25621.946577374474,-8928.356096514546,3042.0
1996-01-14,25637.835035441287,-8931.383750321078,3038.0
1996-01-15,25644.80009699259,-8929.627818968096,3034.0
1996-01-16,25650.466412609672,-8931.600854022923,3033.0
1996-01-17,25652.61500249739,-8931.51233183081,3030.0
1996-01-18,25655.188342290578,-8933.245049901945,3033.0
1996-01-19,25654.173454751533,-8927.03496988343,3032.0
1996-01-20,25653.819203872208,-8931.09490796271,3037.0
1996-01-21,25659.225771006666,-8933.814013762954,3035.0
1996-01-22,25663.358200127303,-8931.067959206151,3038.0
1996-01-23,25672.96728062281,-8936.923800059534,3028.0
1996-01-24,25673.062512259727,-8933.607907312937,3032.0
1996-01-25,25673.487166326704,-8935.430192243572,3026.0
1996-01-26,25665.152064660255,-8935.040318759926,3031.0
1996-01-27,25658.564656197042,-8923.542782088056,3033.0
1996-01-28,25666.876130049324,-8933.129279524852,3031.0
1996-01-29,25645.224915709132,-8931.448651965233,3030.0
1996-01-30,25658.61047360769,-8938.621233930311,3032.0
1996-01-31,25654.76360893788,-8931.423692195813,3026.0
1996-02-01,25657.43179251021,-8929.84226135525,3031.0
1996-02-02,25660.00529564909,-8931.574789882274,3033.0
1996-02-03,25666.616264992837,-8933.87589490727,3009.0
1996-02-04,25669.094119424975,-8938.924325001431,3020.0
1996-02-05,25667.135973387543,-8932.382656583579,3026.0
1996-02-06,25674.856109881246,-8937.581313582199,3022.0
1996-02-07,25668.764997557148,-8933.78668315877,3030.0
1996-02-08,25670.393961760692,-8935.190812064411,3023.0
1996-02-09,25666.00098538602,-8938.684322547912,3028.0
1996-02-10,25656.13272822676,-8933.57388907775,3030.0
1996-02-11,25645.389740229068,-8934.015562542616,3027.0
1996-02-12,25652.449902113385,-8928.944955567991,3026.0
1996-02-13,25652.355184482036,-8932.258532374532,3025.0
1996-02-14,25651.150968390462,-8932.675858713397,3026.0
1996-02-15,25649.427000027757,-8934.585360846198,3022.0
1996-02-16,25665.671840800875,-8933.547165617985,3028.0
1996-02-17,NA,NA,NA
1996-02-18,25661.11456200932,-8934.471637172139,3020.0
1996-02-19,25657.501684154566,-8935.72427549136,3022.0
1996-02-20,25667.2053666845,-8938.266591707954,3024.0
1996-02-21,25668.764997557148,-8933.78668315877,3013.0
1996-02-22,25664.11225177903,-8938.026534313123,3013.0
1996-02-23,25661.443487903107,-8939.608163513387,3009.0
1996-02-24,25644.375153215504,-8927.807065631698,3012.0
1996-02-25,25642.625777649086,-8938.908167525085,3019.0
1996-02-26,25650.015845600963,-8938.97399707705,3009.0
1996-02-27,25651.31569536298,-8935.243258961942,3013.0
1996-02-28,25653.628806157547,-8937.722588886032,3013.0
1996-02-29,25657.07711416294,-8933.902728253554,3016.0
1996-03-01,25656.721797410744,-8937.963280874925,3022.0
1996-03-02,25666.849405557026,-8942.32864484732,3016.0
1996-03-03,25660.40314355412,-8942.593947523166,3012.0
1996-03-04,25654.05309650729,-8939.544100321036,3014.0
1996-03-05,25661.867678112874,-8941.430102115972,3015.0
1996-03-06,25667.369605712396,-8940.835392945757,3011.0
1996-03-07,25666.945352189516,-8939.013216665306,3010.0
1996-03-08,25659.458843740194,-8942.264861118972,3006.0
1996-03-09,NA,NA,NA
1996-03-10,NA,NA,NA
1996-03-11,25647.208368412517,-8928.793418331003,3018.0
1996-03-12,25653.108787121033,-8939.215041385552,3009.0
1996-03-13,25646.074177929273,-8935.090556908151,3012.0
1996-03-14,25652.944445016852,-8936.647374764156,3016.0
1996-03-15,25658.61047360769,-8938.621233930311,3008.0
1996-03-16,25664.11225177903,-8938.026534313123,3006.0
1996-03-17,25651.480169577117,-8937.81075598448,3005.0
1996-03-18,25652.684477629013,-8937.393584888796,3008.0
1996-03-19,25650.864098151123,-8942.616843977035,3006.0
