D,H,X,Y,Z,date
NA,NA,NA,NA,NA,1921-01-01
NA,NA,34725.116181928825,6243.86339949434,-20424.0,1921-01-02
NA,NA,34725.03970582308,6238.635942977463,-20425.0,1921-01-03
NA,NA,34718.33143614765,6236.388240785038,-20423.0,1921-01-04
NA,NA,34717.165770343745,6237.221326397893,NA,1921-01-05
NA,NA,34718.04506320895,6243.634517570101,NA,1921-01-06
NA,NA,34725.660929576516,6240.833037670756,-20426.0,1921-01-07
NA,NA,34723.14774951672,6243.509459048816,-20421.0,1921-01-08
NA,NA,34722.08698001833,6238.105461760124,-20419.0,1921-01-09
NA,NA,34718.22666848646,6242.624607935006,-20420.0,1921-01-10
NA,NA,34723.07122195325,6238.28228883257,-20419.0,1921-01-11
NA,NA,34726.10039813488,6244.040369717102,-20421.0,1921-01-12
NA,NA,NA,NA,-20417.0,1921-01-13
NA,NA,34727.08461434093,6244.217339939865,-20416.0,1921-01-14
NA,NA,NA,NA,-20414.0,1921-01-15
NA,NA,34729.416282410915,6242.5508154128365,-20415.0,1921-01-16
NA,NA,34716.62133790966,6240.250946892734,-20414.0,1921-01-17
NA,NA,34701.85794040821,6237.5972524464605,-20416.0,1921-01-18
NA,NA,34723.69246628478,6240.4792690047125,-20415.0,1921-01-19
NA,NA,34721.542470410146,6241.1355117081575,-20415.0,1921-01-20
NA,NA,34712.68443190928,6239.543295040394,-20415.0,1921-01-21
NA,NA,34712.865918180214,6238.533541341474,-20419.0,1921-01-22
NA,NA,34716.87922264576,6244.467394440244,-20420.0,1921-01-23
NA,NA,34714.108218977824,6242.926522160596,-20421.0,1921-01-24
NA,NA,34716.258236074354,6242.270667489481,-20422.0,1921-01-25
NA,NA,34716.69756376433,6245.477264878948,-20424.0,1921-01-26
NA,NA,34720.45265793891,6247.1954689942595,-20423.0,1921-01-27
NA,NA,34715.16822556155,6248.329702485421,-20421.0,1921-01-28
NA,NA,34714.729162246855,6245.123152656638,-20423.0,1921-01-29
NA,NA,34722.78445809781,6245.529559331287,-20420.0,1921-01-30
NA,NA,34721.179317104616,6243.155518603292,-20420.0,1921-01-31
NA,NA,34716.334157874044,6247.49698990149,-20423.0,1921-02-01
NA,NA,34710.35293883804,6241.208846152908,-20422.0,1921-02-02
NA,NA,34707.58180949841,6239.668335494674,-20422.0,1921-02-03
NA,NA,34723.76866400649,6245.706586813127,-20422.0,1921-02-04
NA,NA,34712.321371250146,6241.5627865984325,-20424.0,1921-02-05
NA,NA,34708.460634223105,6246.080082946815,-20421.0,1921-02-06
NA,NA,34711.95819310238,6243.582257031042,-20423.0,1921-02-07
NA,NA,34713.38158650494,6246.9656497934875,-20418.0,1921-02-08
NA,NA,34729.931005120525,6250.986832458411,-20419.0,1921-02-09
NA,NA,34736.017967001375,6251.039257288178,-20421.0,1921-02-10
NA,NA,34708.642310643285,6245.070452110424,-20419.0,1921-02-11
NA,NA,34718.484266722975,6246.8412995136205,-20421.0,1921-02-12
NA,NA,34724.646403691375,6252.121331084644,-20424.0,1921-02-13
NA,NA,34698.800354563595,6243.299604707228,-20422.0,1921-02-14
NA,NA,34701.7529413875,6243.830858928188,-20425.0,1921-02-15
NA,NA,34713.38158650494,6246.9656497934875,-20424.0,1921-02-16
NA,NA,34710.2472990419,6247.4439924944245,-20423.0,1921-02-17
NA,NA,34714.622823746395,6251.359148619299,-20421.0,1921-02-18
NA,NA,34711.23148434583,6247.621134492624,NA,1921-02-19
NA,NA,34719.36178782222,6253.255235979905,NA,1921-02-20
NA,NA,34695.48451948293,6244.786862521434,NA,1921-02-21
NA,NA,34693.33449101628,6245.441769359487,NA,1921-02-22
NA,NA,34698.25539176959,6246.327622494059,-20413.0,1921-02-23
NA,NA,34713.01809402954,6248.985181897775,-20410.0,1921-02-24
NA,NA,34708.27892843404,6247.089708498026,NA,1921-02-25
NA,NA,34707.915428749824,6249.108943741491,NA,1921-02-26
NA,NA,34708.17223133328,6253.324664536913,NA,1921-02-27
NA,NA,34712.54708812477,6257.2404983922825,NA,1921-02-28
NA,NA,34711.92691166225,6255.0436512799815,-20412.0,1921-03-01
NA,NA,34707.626393652085,6256.353500136103,-20410.0,1921-03-02
NA,NA,34705.476121554224,6257.008244858692,-20410.0,1921-03-03
NA,NA,34706.460255287995,6257.185673137293,-20419.0,1921-03-04
NA,NA,34711.74494513208,6256.053377657322,-20410.0,1921-03-05
NA,NA,34711.56294923023,6257.063098741047,-20408.0,1921-03-06
NA,NA,34711.74494513208,6256.053377657322,-20420.0,1921-03-07
NA,NA,34717.3934584505,6252.900722955585,NA,1921-03-08
NA,NA,34721.768403797905,6256.8170752405385,NA,1921-03-09
NA,NA,34699.571319151575,6255.943675187086,NA,1921-03-10
NA,NA,34711.56294923023,6257.063098741047,NA,1921-03-11
NA,NA,34714.515365913845,6257.595297694755,NA,1921-03-12
NA,NA,34720.238127560835,6259.669669037704,NA,1921-03-13
NA,NA,34708.354118489915,6252.315042086756,NA,1921-03-14
NA,NA,34676.86101355352,6246.641917597949,NA,1921-03-15
NA,NA,34669.426750789964,6248.4264236373265,NA,1921-03-16
NA,NA,34690.89603244494,6253.337706065093,-20407.0,1921-03-17
NA,NA,34698.76914360125,6254.75690327498,NA,1921-03-18
NA,NA,34696.362378871316,6251.196899318027,NA,1921-03-19
NA,NA,34709.338278019175,6252.492327227032,NA,1921-03-20
NA,NA,34712.18299788432,6259.259981930034,NA,1921-03-21
NA,NA,34647.15466027981,6242.3312109060025,NA,1921-03-22
NA,NA,34688.48914389667,6249.778389172103,NA,1921-03-23
NA,NA,34699.1329718859,6252.738200131257,NA,1921-03-24
NA,NA,34679.268191334646,6250.200133874535,NA,1921-03-25
NA,NA,34677.481689187465,6248.836667418032,NA,1921-03-26
NA,NA,34682.40243525529,6249.7233793983105,NA,1921-03-27
NA,NA,34686.70260884614,6248.414769000701,NA,1921-03-28
NA,NA,34679.268191334646,6250.200133874535,NA,1921-03-29
NA,NA,34690.27562896381,6251.142118566756,NA,1921-03-30
NA,NA,34691.69824928138,6254.52424895828,NA,1921-03-31
NA,NA,34698.951072424,6253.747554348952,NA,1921-04-01
NA,NA,34699.2073043792,6257.962403827394,NA,1921-04-02
NA,NA,34704.855936750806,6254.811780491276,NA,1921-04-03
NA,NA,34702.705699179394,6255.466501879923,NA,1921-04-04
NA,NA,34707.626393652085,6256.353500136103,NA,1921-04-05
NA,NA,34701.903504587404,6254.2796674201145,NA,1921-04-06
NA,NA,34712.802908402184,6261.456958442251,NA,1921-04-07
NA,NA,34703.25145947412,6252.43809569571,NA,1921-04-08
NA,NA,34699.75328249578,6254.934302926216,NA,1921-04-09
NA,NA,34678.46583840103,6249.014009814088,NA,1921-04-10
NA,NA,34697.603051684026,6255.588818629884,NA,1921-04-11
NA,NA,34717.285726359514,6259.137384201902,NA,1921-04-12
NA,NA,34664.24856541398,6243.328871298946,NA,1921-04-13
NA,NA,34671.03144087212,6250.798255107662,NA,1921-04-14
NA,NA,34666.11077220325,6249.911113714657,NA,1921-04-15
NA,NA,34663.70360019755,6246.353873873253,NA,1921-04-16
NA,NA,34676.315759171244,6249.668020803372,NA,1921-04-17
NA,NA,34708.246483595605,6258.550154306771,NA,1921-04-18
NA,NA,34706.203922589615,6252.970037000431,NA,1921-04-19
NA,NA,34686.77758061251,6253.637107565275,NA,1921-04-20
NA,NA,34660.93282148543,6244.81360366137,NA,1921-04-21
NA,NA,34680.070504605035,6251.386309901498,NA,1921-04-22
NA,NA,34688.745848080056,6253.991964122477,NA,1921-04-23
NA,NA,34695.01449620613,6253.038070254068,NA,1921-04-24
NA,NA,34695.634784216476,6255.233962072683,NA,1921-04-25
NA,NA,34694.212225818075,6251.851488150979,NA,1921-04-26
NA,NA,34699.571319151575,6255.943675187086,NA,1921-04-27
NA,NA,NA,NA,NA,1921-04-28
NA,NA,NA,NA,NA,1921-04-29
NA,NA,34680.69088357461,6253.581360943933,NA,1921-04-30
NA,NA,34692.24392739094,6251.4968033588675,NA,1921-05-01
NA,NA,NA,NA,NA,1921-05-02
NA,NA,NA,NA,NA,1921-05-03
NA,NA,NA,NA,NA,1921-05-04
NA,NA,34705.40163990213,6251.783186665931,NA,1921-05-05
NA,NA,34706.74946501337,6249.941325548141,NA,1921-05-06
NA,NA,34713.09300319243,6254.211233378115,NA,1921-05-07
