D,H,X,Y,Z,date
NA,NA,21047.86918329386,-1838.3652637462137,40541.0,1906-01-01
NA,NA,21048.972311854024,-1837.2276981372502,40545.0,1906-01-02
NA,NA,21049.9150700557,-1837.9269690175215,40544.0,1906-01-03
NA,NA,21048.865390657702,-1838.4522745973943,40544.0,1906-01-04
NA,NA,21051.90748984463,-1838.1009327628144,40540.0,1906-01-05
NA,NA,21050.590165376674,-1841.6880000007648,40529.0,1906-01-06
NA,NA,21053.739409718954,-1840.1121888751852,40511.0,1906-01-07
NA,NA,21047.65513730413,-1840.814282081469,40501.0,1906-01-08
NA,NA,21053.57874947095,-1841.9494672290077,40490.0,1906-01-09
NA,NA,21052.796722672992,-1839.412719812855,40486.0,1906-01-10
NA,NA,21056.62091240048,-1841.5984229627038,40482.0,1906-01-11
NA,NA,21054.682073884633,-1840.8117143371874,40480.0,1906-01-12
NA,NA,21056.78154200251,-1839.7608791314208,40477.0,1906-01-13
NA,NA,21053.792927505372,-1839.4997596424964,40480.0,1906-01-14
NA,NA,21053.685874117713,-1840.7246165508454,40482.0,1906-01-15
NA,NA,21057.6706731854,-1841.0730076962132,40482.0,1906-01-16
NA,NA,21057.617109633407,-1841.6855497272857,40486.0,1906-01-17
NA,NA,21059.502313399993,-1843.084998555513,40490.0,1906-01-18
NA,NA,21056.88853931696,-1838.5358421260462,40497.0,1906-01-19
NA,NA,21053.310626097835,-1845.0115666401418,40498.0,1906-01-20
NA,NA,21054.25312745103,-1845.7113114511135,40501.0,1906-01-21
NA,NA,21063.272446210496,-1845.8845729648508,40500.0,1906-01-22
NA,NA,21065.533085848052,-1842.9953361419796,40505.0,1906-01-23
NA,NA,21067.310870105997,-1845.6209530436251,40523.0,1906-01-24
NA,NA,21069.41058757969,-1844.569730854572,40541.0,1906-01-25
NA,NA,21072.291792857584,-1846.0573113169946,40546.0,1906-01-26
NA,NA,21067.20346057887,-1846.846596383636,40548.0,1906-01-27
NA,NA,21065.99225830703,-1849.210418786441,40542.0,1906-01-28
NA,NA,21069.30323920663,-1845.7954963529728,40530.0,1906-01-29
NA,NA,21073.234266323157,-1846.7575792895598,40524.0,1906-01-30
NA,NA,21060.60570133219,-1841.9469300210305,40527.0,1906-01-31
NA,NA,21054.98062369198,-1848.8609834044607,40526.0,1906-02-01
NA,NA,21061.953791006792,-1849.4733048883666,40524.0,1906-02-02
NA,NA,21063.218742693378,-1846.49727794286,40526.0,1906-02-03
NA,NA,21067.09597974688,-1848.0722334727398,40524.0,1906-02-04
NA,NA,21071.295608307264,-1845.9700396623207,40525.0,1906-02-05
NA,NA,21065.103630968766,-1847.8974583419026,40523.0,1906-02-06
NA,NA,21067.149729075954,-1847.4594157098109,40527.0,1906-02-07
NA,NA,21069.35692230718,-1845.1826143844319,40523.0,1906-02-08
NA,NA,21073.502643432785,-1843.6925820839608,40529.0,1906-02-09
NA,NA,21071.34929648423,-1845.357099738038,40531.0,1906-02-10
NA,NA,21071.45661934894,-1844.1312152055918,40533.0,1906-02-11
NA,NA,21073.502643432785,-1843.6925820839608,40531.0,1906-02-12
NA,NA,21074.606069223064,-1842.5536700640264,40530.0,1906-02-13
NA,NA,21077.594668523827,-1842.8149634230522,40525.0,1906-02-14
NA,NA,21062.27626419923,-1845.7972723323799,40529.0,1906-02-15
NA,NA,21051.264589036913,-1845.4493226205316,40532.0,1906-02-16
NA,NA,21063.326131904727,-1845.2718664249294,40530.0,1906-02-17
NA,NA,21070.46042718653,-1844.044030484752,40528.0,1906-02-18
NA,NA,21045.34117000771,-1844.3131615803745,40543.0,1906-02-19
NA,NA,21053.364286401556,-1844.3991498781904,40541.0,1906-02-20
NA,NA,21064.590490263905,-1842.2954370793573,40539.0,1906-02-21
NA,NA,21070.46042718653,-1844.044030484752,40533.0,1906-02-22
NA,NA,21071.7246144882,-1841.0664765760425,40530.0,1906-02-23
NA,NA,21042.191620020487,-1845.8875443372747,40542.0,1906-02-24
NA,NA,21036.565282642805,-1852.7938657895713,40542.0,1906-02-25
NA,NA,21051.992123414202,-1848.5985599113583,40541.0,1906-02-26
NA,NA,21062.27626419923,-1845.7972723323799,40537.0,1906-02-27
NA,NA,21051.318262075303,-1844.8369653752,40536.0,1906-02-28
NA,NA,21053.310626097835,-1845.0115666401418,40529.0,1906-03-01
NA,NA,21064.53689114996,-1842.908180399232,40529.0,1906-03-02
NA,NA,21071.671051120247,-1841.6794274196989,40523.0,1906-03-03
NA,NA,NA,NA,NA,1906-03-04
NA,NA,21069.41058757969,-1844.569730854572,40528.0,1906-03-05
NA,NA,21073.770574753802,-1840.6275458769123,40526.0,1906-03-06
NA,NA,21074.498838130876,-1843.7797378267085,40517.0,1906-03-07
NA,NA,21077.433772323417,-1844.6543235306312,40513.0,1906-03-08
NA,NA,21074.71322898534,-1841.327596064967,40512.0,1906-03-09
NA,NA,21072.774367389957,-1840.5405350257315,40513.0,1906-03-10
NA,NA,21078.537251524896,-1843.5152117835005,40516.0,1906-03-11
NA,NA,21083.73264839224,-1841.4976543887194,40516.0,1906-03-12
NA,NA,21082.199904424553,-1847.543284981798,40502.0,1906-03-13
NA,NA,21075.11914452104,-1848.1582844125571,40511.0,1906-03-14
NA,NA,21078.21517637949,-1847.1940824519145,40511.0,1906-03-15
NA,NA,21082.873292951223,-1851.3102693400836,40520.0,1906-03-16
NA,NA,21085.08091382739,-1849.03187029099,40519.0,1906-03-17
NA,NA,21082.682867644373,-1842.0239147020986,40529.0,1906-03-18
NA,NA,21081.36486309037,-1845.6162952408724,40533.0,1906-03-19
NA,NA,21083.464590413703,-1844.5641395114374,40540.0,1906-03-20
NA,NA,21088.606490221468,-1843.1595971561842,40540.0,1906-03-21
NA,NA,21089.22693021297,-1847.540929446451,40550.0,1906-03-22
NA,NA,21096.200222065192,-1848.151831029168,40579.0,1906-03-23
NA,NA,21087.073267688662,-1849.2065874666766,40600.0,1906-03-24
NA,NA,21069.088328524987,-1848.2470086035771,40609.0,1906-03-25
NA,NA,21077.057723637434,-1848.9461091269259,40608.0,1906-03-26
NA,NA,21073.07302608121,-1848.5965588652514,40605.0,1906-03-27
NA,NA,21081.042421193655,-1849.2956593886004,40598.0,1906-03-28
NA,NA,21083.30354154653,-1846.4040118596745,40598.0,1906-03-29
NA,NA,21086.13087053494,-1848.505858977323,40603.0,1906-03-30
NA,NA,21083.761714075263,-1852.6243505077118,40605.0,1906-03-31
NA,NA,21090.734845754854,-1853.2370776730108,40601.0,1906-04-01
NA,NA,21096.576108622045,-1843.8561476204125,40602.0,1906-04-02
NA,NA,21099.13499861608,-1849.0273957338034,40601.0,1906-04-03
NA,NA,21092.673246594175,-1854.0257043553638,40597.0,1906-04-04
NA,NA,21089.011816306098,-1849.9947599119491,40596.0,1906-04-05
NA,NA,21090.734845754854,-1853.2370776730108,40594.0,1906-04-06
NA,NA,21096.927367990662,-1851.3075459595048,40591.0,1906-04-07
NA,NA,21108.046818905128,-1850.427110401592,40582.0,1906-04-08
NA,NA,21094.88116810468,-1851.7463388765157,40587.0,1906-04-09
NA,NA,21090.223114763292,-1847.6282011011247,40591.0,1906-04-10
NA,NA,21076.51899529579,-1855.0770983804694,40596.0,1906-04-11
NA,NA,21080.719337131668,-1852.9749672035614,40597.0,1906-04-12
NA,NA,NA,NA,NA,1906-04-13
NA,NA,NA,NA,NA,1906-04-14
