date,H,Z,X,Y
1959-02-10,30908.0,28680.0,NA,NA
1959-02-11,30890.0,28681.0,NA,NA
1959-02-12,30894.0,28682.0,NA,NA
1959-02-13,30903.0,28683.0,NA,NA
1959-02-14,30883.0,28684.0,NA,NA
1959-02-15,30878.0,28684.0,NA,NA
1959-02-16,30881.0,28686.0,NA,NA
1959-02-17,30865.0,28687.0,NA,NA
1959-02-18,30900.0,28683.0,NA,NA
1959-02-19,30898.0,28683.0,NA,NA
1959-02-20,30915.0,28680.0,NA,NA
1959-02-21,30922.0,28678.0,NA,NA
1959-02-22,30925.0,28680.0,NA,NA
1959-02-23,30911.0,28680.0,NA,NA
1959-02-24,30920.0,28673.0,NA,NA
1959-02-25,30855.0,28691.0,NA,NA
1959-02-26,30853.0,28689.0,NA,NA
1959-02-27,30876.0,28685.0,NA,NA
1959-02-28,30860.0,28689.0,NA,NA
1959-03-01,30869.0,NA,NA,NA
1959-03-02,30878.0,28688.0,NA,NA
1959-03-03,30894.0,28688.0,NA,NA
1959-03-04,30894.0,28684.0,NA,NA
1959-03-05,30899.0,28682.0,NA,NA
1959-03-06,30911.0,28682.0,NA,NA
1959-03-07,30914.0,28683.0,NA,NA
1959-03-08,30908.0,28684.0,NA,NA
1959-03-09,30915.0,28680.0,NA,NA
1959-03-10,30932.0,28674.0,NA,NA
1959-03-11,NA,NA,NA,NA
1959-03-12,NA,NA,NA,NA
1959-03-13,30921.0,28675.0,NA,NA
1959-03-14,30933.0,28678.0,NA,NA
1959-03-15,30933.0,28677.0,NA,NA
1959-03-16,30939.0,28676.0,NA,NA
1959-03-17,30931.0,28675.0,NA,NA
1959-03-18,30932.0,28677.0,NA,NA
1959-03-19,30938.0,28679.0,NA,NA
1959-03-20,30933.0,28681.0,NA,NA
1959-03-21,30933.0,28679.0,NA,NA
1959-03-22,30942.0,28676.0,NA,NA
1959-03-23,30943.0,28678.0,NA,NA
1959-03-24,30939.0,28674.0,NA,NA
1959-03-25,30916.0,28683.0,NA,NA
1959-03-26,30865.0,28692.0,NA,NA
1959-03-27,30755.0,28707.0,NA,NA
1959-03-28,30806.0,28704.0,NA,NA
1959-03-29,30824.0,28699.0,NA,NA
1959-03-30,NA,28695.0,NA,NA
1959-03-31,30888.0,28694.0,NA,NA
1959-04-01,30884.0,28692.0,NA,NA
1959-04-02,30899.0,28688.0,NA,NA
1959-04-03,NA,28686.0,NA,NA
1959-04-04,30917.0,28683.0,NA,NA
1959-04-05,30927.0,28686.0,NA,NA
1959-04-06,30932.0,28686.0,NA,NA
1959-04-07,30928.0,28685.0,NA,NA
1959-04-08,30904.0,28686.0,NA,NA
1959-04-09,30897.0,28690.0,NA,NA
1959-04-10,30861.0,28692.0,NA,NA
1959-04-11,30888.0,28694.0,NA,NA
1959-04-12,30910.0,28689.0,NA,NA
1959-04-13,30923.0,28683.0,NA,NA
1959-04-14,30931.0,28688.0,NA,NA
1959-04-15,30925.0,28685.0,NA,NA
1959-04-16,30927.0,28687.0,NA,NA
1959-04-17,30927.0,NA,NA,NA
1959-04-18,30928.0,28688.0,NA,NA
1959-04-19,30936.0,28682.0,NA,NA
1959-04-20,30942.0,28684.0,NA,NA
1959-04-21,30923.0,28683.0,NA,NA
1959-04-22,30934.0,28685.0,NA,NA
1959-04-23,30910.0,28695.0,NA,NA
1959-04-24,30871.0,28691.0,NA,NA
1959-04-25,30897.0,28690.0,NA,NA
1959-04-26,30907.0,28688.0,NA,NA
1959-04-27,30901.0,28690.0,NA,NA
1959-04-28,30907.0,28690.0,NA,NA
1959-04-29,30889.0,28690.0,NA,NA
1959-04-30,30896.0,28693.0,NA,NA
1959-05-01,30905.0,28689.0,NA,NA
1959-05-02,30921.0,28689.0,NA,NA
1959-05-03,30937.0,28687.0,NA,NA
1959-05-04,30937.0,28687.0,NA,NA
1959-05-05,30905.0,28687.0,NA,NA
1959-05-06,30929.0,28685.0,NA,NA
1959-05-07,30941.0,28682.0,NA,NA
1959-05-08,30918.0,28687.0,NA,NA
1959-05-09,30927.0,28683.0,NA,NA
1959-05-10,30919.0,28688.0,NA,NA
1959-05-11,30925.0,28684.0,NA,NA
1959-05-12,30893.0,28695.0,NA,NA
1959-05-13,30888.0,28693.0,NA,NA
1959-05-14,30904.0,28692.0,NA,NA
1959-05-15,30910.0,28688.0,NA,NA
1959-05-16,30886.0,28692.0,NA,NA
1959-05-17,30906.0,28687.0,NA,NA
1959-05-18,30909.0,28689.0,NA,NA
1959-05-19,30910.0,28688.0,NA,NA
1959-05-20,30921.0,28687.0,NA,NA
1959-05-21,30914.0,28692.0,NA,NA
1959-05-22,30914.0,28692.0,NA,NA
1959-05-23,30916.0,28690.0,NA,NA
1959-05-24,30909.0,28691.0,NA,NA
1959-05-25,30890.0,28693.0,NA,NA
1959-05-26,30920.0,28688.0,NA,NA
1959-05-27,30925.0,28689.0,NA,NA
1959-05-28,30934.0,28685.0,NA,NA
1959-05-29,30940.0,28685.0,NA,NA
1959-05-30,30951.0,28687.0,NA,NA
1959-05-31,30925.0,28694.0,NA,NA
1959-06-01,30920.0,28691.0,NA,NA
1959-06-02,30922.0,28690.0,NA,NA
1959-06-03,30917.0,28694.0,NA,NA
1959-06-04,30925.0,28689.0,NA,NA
1959-06-05,30914.0,28692.0,NA,NA
1959-06-06,30930.0,28687.0,NA,NA
1959-06-07,30933.0,28686.0,NA,NA
1959-06-08,30938.0,28690.0,NA,NA
1959-06-09,30918.0,28692.0,NA,NA
1959-06-10,30926.0,28688.0,NA,NA
1959-06-11,30929.0,28689.0,NA,NA
1959-06-12,30929.0,28686.0,NA,NA
1959-06-13,30941.0,28685.0,NA,NA
1959-06-14,30942.0,28687.0,NA,NA
1959-06-15,30931.0,28688.0,NA,NA
1959-06-16,30933.0,28685.0,NA,NA
1959-06-17,30945.0,28686.0,NA,NA
1959-06-18,30943.0,28683.0,NA,NA
1959-06-19,30943.0,28683.0,NA,NA
1959-06-20,30949.0,28682.0,NA,NA
1959-06-21,30945.0,28683.0,NA,NA
1959-06-22,30951.0,28685.0,NA,NA
1959-06-23,30953.0,28687.0,NA,NA
1959-06-24,30909.0,28689.0,NA,NA
1959-06-25,30931.0,28685.0,NA,NA
1959-06-26,30924.0,28688.0,NA,NA
1959-06-27,30925.0,28693.0,NA,NA
1959-06-28,30892.0,28696.0,NA,NA
1959-06-29,30892.0,28697.0,NA,NA
1959-06-30,30885.0,28698.0,NA,NA
1959-07-01,30911.0,28689.0,NA,NA
1959-07-02,30910.0,28693.0,NA,NA
1959-07-03,30933.0,28689.0,NA,NA
1959-07-04,30934.0,28690.0,NA,NA
1959-07-05,30929.0,28691.0,NA,NA
1959-07-06,30930.0,28694.0,NA,NA
1959-07-07,30932.0,28693.0,NA,NA
1959-07-08,30929.0,28690.0,NA,NA
1959-07-09,30930.0,28694.0,NA,NA
1959-07-10,30930.0,28693.0,NA,NA
1959-07-11,30944.0,28691.0,NA,NA
1959-07-12,30913.0,28690.0,NA,NA
1959-07-13,30920.0,28690.0,NA,NA
1959-07-14,30919.0,28693.0,NA,NA
1959-07-15,30771.0,28718.0,NA,NA
1959-07-16,30799.0,28717.0,NA,NA
1959-07-17,30876.0,28710.0,NA,NA
1959-07-18,30824.0,28717.0,NA,NA
1959-07-19,30867.0,NA,NA,NA
1959-07-20,30882.0,NA,NA,NA
1959-07-21,30892.0,28700.0,NA,NA
1959-07-22,30892.0,28701.0,NA,NA
1959-07-23,30887.0,28700.0,NA,NA
1959-07-24,30906.0,28699.0,NA,NA
1959-07-25,30890.0,28701.0,NA,NA
1959-07-26,30888.0,28704.0,NA,NA
1959-07-27,30886.0,28703.0,NA,NA
1959-07-28,30896.0,28699.0,NA,NA
1959-07-29,30903.0,NA,NA,NA
1959-07-30,30914.0,28697.0,NA,NA
1959-07-31,30908.0,28700.0,NA,NA
1959-08-01,30907.0,28700.0,NA,NA
1959-08-02,30896.0,28701.0,NA,NA
1959-08-03,30899.0,28701.0,NA,NA
1959-08-04,30893.0,28700.0,NA,NA
1959-08-05,30904.0,28697.0,NA,NA
1959-08-06,30896.0,28698.0,NA,NA
1959-08-07,30894.0,28703.0,NA,NA
1959-08-08,30902.0,28699.0,NA,NA
1959-08-09,30888.0,28698.0,NA,NA
1959-08-10,30896.0,28701.0,NA,NA
1959-08-11,30906.0,28698.0,NA,NA
1959-08-12,30916.0,28697.0,NA,NA
1959-08-13,30916.0,28694.0,NA,NA
1959-08-14,NA,28695.0,NA,NA
1959-08-15,NA,28700.0,NA,NA
1959-08-16,NA,28716.0,NA,NA
1959-08-17,NA,28718.0,NA,NA
1959-08-18,30863.0,28706.0,NA,NA
1959-08-19,30872.0,28704.0,NA,NA
1959-08-20,30896.0,28706.0,NA,NA
1959-08-21,30876.0,28706.0,NA,NA
1959-08-22,30875.0,28704.0,NA,NA
1959-08-23,30870.0,28701.0,NA,NA
1959-08-24,30872.0,28697.0,NA,NA
1959-08-25,30880.0,28696.0,NA,NA
1959-08-26,30877.0,28696.0,NA,NA
1959-08-27,30885.0,28695.0,NA,NA
1959-08-28,30894.0,28691.0,NA,NA
1959-08-29,30890.0,28696.0,NA,NA
1959-08-30,30869.0,28697.0,NA,NA
1959-08-31,30870.0,28693.0,NA,NA
1959-09-01,30859.0,28693.0,NA,NA
1959-09-02,30850.0,28699.0,NA,NA
1959-09-03,30899.0,28702.0,NA,NA
1959-09-04,30848.0,28710.0,NA,NA
1959-09-05,30914.0,28708.0,NA,NA
1959-09-06,30941.0,28704.0,NA,NA
1959-09-07,30966.0,28701.0,NA,NA
1959-09-08,30975.0,28700.0,NA,NA
1959-09-09,30983.0,28698.0,NA,NA
1959-09-10,31006.0,28697.0,NA,NA
1959-09-11,30997.0,28698.0,NA,NA
1959-09-12,30946.0,28700.0,NA,NA
1959-09-13,30930.0,28700.0,NA,NA
1959-09-14,30913.0,28699.0,NA,NA
1959-09-15,30920.0,28696.0,NA,NA
1959-09-16,30918.0,28700.0,NA,NA
1959-09-17,30920.0,28703.0,NA,NA
1959-09-18,30913.0,28702.0,NA,NA
1959-09-19,30910.0,28702.0,NA,NA
1959-09-20,30883.0,28709.0,NA,NA
1959-09-21,30869.0,28711.0,NA,NA
1959-09-22,30869.0,28711.0,NA,NA
1959-09-23,30888.0,28712.0,NA,NA
1959-09-24,30882.0,28710.0,NA,NA
1959-09-25,30876.0,28713.0,NA,NA
1959-09-26,30897.0,28708.0,NA,NA
1959-09-27,30897.0,28709.0,NA,NA
1959-09-28,30904.0,28709.0,NA,NA
1959-09-29,30913.0,28710.0,NA,NA
1959-09-30,NA,28709.0,NA,NA
1959-10-01,30882.0,28714.0,NA,NA
1959-10-02,30904.0,28710.0,NA,NA
1959-10-03,30885.0,28711.0,NA,NA
1959-10-04,30869.0,28714.0,NA,NA
1959-10-05,30877.0,28716.0,NA,NA
1959-10-06,30866.0,28716.0,NA,NA
1959-10-07,30906.0,28713.0,NA,NA
1959-10-08,30907.0,28710.0,NA,NA
1959-10-09,30916.0,28709.0,NA,NA
1959-10-10,30921.0,28707.0,NA,NA
1959-10-11,30927.0,28710.0,NA,NA
1959-10-12,30932.0,NA,NA,NA
1959-10-13,30940.0,28705.0,NA,NA
1959-10-14,30933.0,28705.0,NA,NA
1959-10-15,30927.0,28707.0,NA,NA
1959-10-16,30930.0,28706.0,NA,NA
1959-10-17,30935.0,28710.0,NA,NA
1959-10-18,30914.0,28708.0,NA,NA
1959-10-19,30910.0,28708.0,NA,NA
1959-10-20,30921.0,28707.0,NA,NA
1959-10-21,30927.0,28704.0,NA,NA
1959-10-22,30899.0,28711.0,NA,NA
1959-10-23,30902.0,28706.0,NA,NA
1959-10-24,30922.0,28707.0,NA,NA
1959-10-25,30909.0,28707.0,NA,NA
1959-10-26,30901.0,28712.0,NA,NA
1959-10-27,30914.0,28709.0,NA,NA
1959-10-28,30941.0,28708.0,NA,NA
1959-10-29,30933.0,28709.0,NA,NA
1959-10-30,30926.0,28706.0,NA,NA
1959-10-31,30882.0,28715.0,NA,NA
1959-11-01,NA,28719.0,NA,NA
1959-11-02,30867.0,28718.0,NA,NA
1959-11-03,30878.0,28718.0,NA,NA
1959-11-04,30873.0,28715.0,NA,NA
1959-11-05,30889.0,28716.0,NA,NA
1959-11-06,30896.0,28713.0,NA,NA
1959-11-07,30903.0,28710.0,NA,NA
1959-11-08,30911.0,28710.0,NA,NA
1959-11-09,30930.0,28709.0,NA,NA
1959-11-10,30923.0,28709.0,NA,NA
1959-11-11,30931.0,28709.0,NA,NA
1959-11-12,30933.0,28707.0,NA,NA
1959-11-13,30938.0,28707.0,NA,NA
1959-11-14,30914.0,28711.0,NA,NA
1959-11-15,30920.0,28710.0,NA,NA
1959-11-16,30921.0,28711.0,NA,NA
1959-11-17,30917.0,28710.0,NA,NA
1959-11-18,30915.0,28712.0,NA,NA
1959-11-19,30909.0,28714.0,NA,NA
1959-11-20,30918.0,28710.0,NA,NA
1959-11-21,30893.0,28718.0,NA,NA
1959-11-22,30938.0,28716.0,NA,NA
1959-11-23,30894.0,28719.0,NA,NA
1959-11-24,30904.0,28716.0,NA,NA
1959-11-25,30902.0,28715.0,NA,NA
1959-11-26,30914.0,28718.0,NA,NA
1959-11-27,30903.0,28718.0,NA,NA
1959-11-28,30856.0,28727.0,NA,NA
1959-11-29,30864.0,28723.0,NA,NA
1959-11-30,30864.0,28726.0,NA,NA
1959-12-01,30873.0,28726.0,NA,NA
1959-12-02,30872.0,28724.0,NA,NA
1959-12-03,30865.0,28727.0,NA,NA
1959-12-04,30907.0,28721.0,NA,NA
1959-12-05,30888.0,28731.0,NA,NA
1959-12-06,30872.0,28728.0,NA,NA
1959-12-07,30889.0,28727.0,NA,NA
1959-12-08,30901.0,28725.0,NA,NA
1959-12-09,30922.0,28721.0,NA,NA
1959-12-10,30922.0,28723.0,NA,NA
1959-12-11,30926.0,28721.0,NA,NA
1959-12-12,30920.0,28724.0,NA,NA
1959-12-13,30904.0,28722.0,NA,NA
1959-12-14,30877.0,28728.0,NA,NA
1959-12-15,30892.0,28726.0,NA,NA
1959-12-16,30899.0,28724.0,NA,NA
1959-12-17,30909.0,28723.0,NA,NA
1959-12-18,30912.0,28723.0,NA,NA
1959-12-19,30894.0,28724.0,NA,NA
1959-12-20,30916.0,28722.0,NA,NA
1959-12-21,30925.0,28723.0,NA,NA
1959-12-22,30932.0,28719.0,NA,NA
1959-12-23,30903.0,28724.0,NA,NA
1959-12-24,30896.0,28724.0,NA,NA
1959-12-25,30910.0,28722.0,NA,NA
1959-12-26,30898.0,28726.0,NA,NA
1959-12-27,30893.0,28726.0,NA,NA
1959-12-28,30877.0,28729.0,NA,NA
1959-12-29,30888.0,28725.0,NA,NA
1959-12-30,30894.0,28726.0,NA,NA
1959-12-31,30912.0,28724.0,NA,NA
