F,X,Y,Z,date
NA,24705.52702483624,955.5681164031195,38544.0,1950-03-06
NA,24680.5457040297,954.6018810484002,38552.0,1950-03-07
NA,24699.863478304425,946.7143989204271,38540.0,1950-03-08
NA,24702.916319582833,945.3921449261431,38536.0,1950-03-09
NA,24709.745773875547,949.9725208864807,38537.0,1950-03-10
NA,24712.798791317655,948.6500407677593,38538.0,1950-03-11
NA,24709.91119900669,945.659842228618,38539.0,1950-03-12
NA,NA,NA,NA,1950-03-13
NA,NA,NA,NA,1950-03-14
NA,NA,NA,NA,1950-03-15
NA,NA,NA,NA,1950-03-16
NA,NA,NA,NA,1950-03-17
NA,NA,NA,NA,1950-03-18
NA,NA,NA,NA,1950-03-19
NA,NA,NA,NA,1950-03-20
NA,24638.34581719858,932.8726559038859,38551.0,1950-03-21
NA,24679.479172239575,930.1165448442664,38543.0,1950-03-22
NA,24670.701258186305,924.0364870093856,38545.0,1950-03-23
NA,24644.880205823345,918.7620152230197,38552.0,1950-03-24
NA,24664.65167541316,925.2468484349793,38544.0,1950-03-25
NA,24683.853132918757,920.2149273385699,38544.0,1950-03-26
NA,24676.5893443197,927.1323162351156,38544.0,1950-03-27
NA,24676.75078358813,922.8254248137396,38546.0,1950-03-28
NA,24701.974313827395,917.2927553466699,38537.0,1950-03-29
NA,NA,NA,NA,1950-03-30
NA,NA,NA,NA,1950-03-31
NA,NA,NA,NA,1950-04-01
NA,NA,NA,NA,1950-04-02
NA,NA,NA,NA,1950-04-03
NA,24645.682603642857,950.3815026060915,38554.0,1950-04-04
NA,24653.510360061093,954.9926315738387,38553.0,1950-04-05
NA,24657.368181020356,958.733740725196,38550.0,1950-04-06
NA,24671.718601517612,949.9480235938786,38549.0,1950-04-07
NA,24682.655124577614,951.807228992583,38544.0,1950-04-08
NA,24690.814982599488,947.8061484505504,38542.0,1950-04-09
NA,24697.75463228357,949.5115183690656,38545.0,1950-04-10
NA,24683.150106209603,938.8832911096869,38551.0,1950-04-11
NA,24676.209729455644,937.1816194946499,38544.0,1950-04-12
NA,24677.099791531295,940.0908885880227,38546.0,1950-04-13
NA,24686.038513887528,941.8696782791608,38549.0,1950-04-14
NA,24686.25702848593,936.1249508100217,38548.0,1950-04-15
NA,24691.03487854788,942.0603092859368,38547.0,1950-04-16
NA,24688.8164545342,947.7294309671678,38548.0,1950-04-17
NA,24687.872283153538,946.2547916388087,38548.0,1950-04-18
NA,24681.04214922717,941.6790472723848,38552.0,1950-04-19
NA,24686.873016890964,946.2164910320072,38540.0,1950-04-20
NA,24695.031970276166,942.2128140913577,38533.0,1950-04-21
NA,24723.284955520365,936.0886753616985,38528.0,1950-04-22
NA,24727.227581358657,937.6785908271529,38527.0,1950-04-23
NA,24706.133485523915,939.7575195091656,38530.0,1950-04-24
NA,24719.124091223308,940.2516486045231,38530.0,1950-04-25
NA,24728.335804010967,934.8392182986589,38531.0,1950-04-26
NA,24738.328665808433,935.216992168496,38532.0,1950-04-27
NA,24727.227581358657,937.6785908271529,38536.0,1950-04-28
NA,24717.289251638827,935.8616622235,38539.0,1950-04-29
NA,24707.132762885405,939.7955294395776,38547.0,1950-04-30
NA,24729.226144913424,937.7543781450618,38532.0,1950-05-01
NA,24737.165783294502,939.4966789742472,38542.0,1950-05-02
NA,24720.068622915616,941.7278154237905,38544.0,1950-05-03
NA,24707.023245461023,942.6703285076202,38543.0,1950-05-04
NA,24699.13854399347,939.4914499962807,38540.0,1950-05-05
NA,24708.022518393092,942.7084547089754,38539.0,1950-05-06
NA,24717.125536500324,940.1756287436988,38536.0,1950-05-07
NA,24722.176589727573,938.9274020530347,38535.0,1950-05-08
NA,24727.172987583213,939.1171610267722,38536.0,1950-05-09
NA,24729.226144913424,937.7543781450618,38537.0,1950-05-10
NA,24727.063548954924,941.9942918854272,38541.0,1950-05-11
NA,24733.113974284195,940.7837876302927,38540.0,1950-05-12
NA,24731.89510576737,946.501176607825,38538.0,1950-05-13
NA,24721.79216761145,948.995269442981,38541.0,1950-05-14
NA,24725.844401131348,947.7102146972671,38540.0,1950-05-15
NA,24717.96033914741,944.5277509611437,38543.0,1950-05-16
NA,24723.8458686062,947.6336134836641,38539.0,1950-05-17
NA,24729.007249966588,943.5091049374349,38536.0,1950-05-18
NA,24744.106025260604,941.2018968648259,38533.0,1950-05-19
NA,24742.216808019413,938.2469957114693,38534.0,1950-05-20
NA,24736.002160491087,943.7759883469214,38539.0,1950-05-21
NA,24755.152815574824,940.1798112797021,38538.0,1950-05-22
NA,24692.923634691615,945.0097202083217,38546.0,1950-05-23
NA,24681.876685578092,946.0249879979995,38541.0,1950-05-24
NA,24699.13854399347,939.4914499962807,38540.0,1950-05-25
NA,24692.978571340216,943.5731425453114,38541.0,1950-05-26
NA,24687.817190501555,947.6910722254765,38546.0,1950-05-27
NA,24658.67294883615,950.8824334986426,38551.0,1950-05-28
NA,24689.705273645086,950.6405737933395,38546.0,1950-05-29
NA,24694.812038730062,947.9595834173157,38549.0,1950-05-30
NA,24711.90973598493,945.7363271721823,38548.0,1950-05-31
NA,24707.96763202453,944.1459075948108,38549.0,1950-06-01
NA,24714.907541452296,945.8510545875287,38544.0,1950-06-02
NA,24718.739130069534,950.3182727745418,38548.0,1950-06-03
NA,24720.01379357795,943.165969125238,38552.0,1950-06-04
NA,24726.953775558,944.8714099908434,38551.0,1950-06-05
NA,24716.016701849665,943.0134643198171,38553.0,1950-06-06
NA,24721.79216761145,948.995269442981,38548.0,1950-06-07
NA,24735.837063757088,948.0932207652826,38544.0,1950-06-08
NA,24716.851004768185,947.3655092360533,38541.0,1950-06-09
NA,24719.793639546162,948.9185519595984,38549.0,1950-06-10
NA,24724.845134868774,947.6719140904656,38547.0,1950-06-11
NA,24727.787751807315,949.2254218931289,38546.0,1950-06-12
NA,24733.94867054401,945.1387003472764,38544.0,1950-06-13
NA,24738.05557558812,942.4130406108561,38547.0,1950-06-14
NA,24739.94429481774,945.3678063670761,38546.0,1950-06-15
NA,24749.102412068063,941.3919465168866,38542.0,1950-06-16
NA,24739.99925221937,943.9284931523422,38545.0,1950-06-17
NA,24734.837797494514,948.054920158481,38543.0,1950-06-18
NA,24741.942836242313,945.4441750403428,38542.0,1950-06-19
NA,24748.937731228325,945.7114653967758,38539.0,1950-06-20
NA,24751.880475549806,947.2660260434677,38542.0,1950-06-21
NA,24758.985437928724,944.6528909780912,38541.0,1950-06-22
NA,24748.827525170553,948.5911286537025,38544.0,1950-06-23
NA,24722.62541748005,953.348554815817,38543.0,1950-06-24
NA,24729.675656150583,952.179574236586,38554.0,1950-06-25
NA,24738.72436605617,951.0866103035669,38546.0,1950-06-26
NA,24743.83119385768,948.3996256196949,38547.0,1950-06-27
NA,24738.779656166396,949.6473680517332,38548.0,1950-06-28
NA,24724.51282864921,956.3024552727061,38549.0,1950-06-29
NA,24671.385504022615,958.5600199792841,NA,1950-06-30
NA,24686.928023756882,944.780265377629,38551.0,1950-07-01
NA,24698.698609708823,950.9868488930699,38550.0,1950-07-02
NA,24726.622446770292,953.5026873981404,38551.0,1950-07-03
NA,24726.399887096013,959.2568078560297,38553.0,1950-07-04
NA,24739.723627855503,951.125027180018,38553.0,1950-07-05
NA,24750.8260576957,948.6677298673056,38549.0,1950-07-06
NA,24753.713293046145,951.6628634503355,38551.0,1950-07-07
NA,24752.824590220847,948.7443310809088,38549.0,1950-07-08
NA,24765.925333337214,946.3605991195418,38545.0,1950-07-09
NA,24761.817986584014,949.0890365421226,38546.0,1950-07-10
NA,24775.641596031903,953.9494247463193,38551.0,1950-07-11
NA,24723.51357581695,956.2638058585172,38559.0,1950-07-12
NA,24723.680098774756,951.948724170099,38557.0,1950-07-13
NA,24726.733224464188,950.6256077861518,38554.0,1950-07-14
NA,24729.675656150583,952.179574236586,38554.0,1950-07-15
NA,24732.784071970535,949.4172156015854,38549.0,1950-07-16
NA,NA,NA,NA,1950-07-17
NA,NA,NA,NA,1950-07-18
NA,24745.884864615076,947.0365712127749,38543.0,1950-07-19
NA,24747.662328278057,952.8721244360469,38550.0,1950-07-20
NA,NA,NA,38546.0,1950-07-21
NA,NA,NA,38547.0,1950-07-22
NA,NA,NA,NA,1950-07-23
NA,NA,NA,NA,1950-07-24
NA,NA,NA,NA,1950-07-25
NA,NA,NA,NA,1950-07-26
NA,NA,NA,NA,1950-07-27
NA,24751.659366528605,953.0260244803715,38549.0,1950-07-28
NA,24759.708863842137,951.8933647090431,38550.0,1950-07-29
NA,24747.717722250156,951.432362191628,38549.0,1950-07-30
NA,24753.82385648342,948.7826316877102,38549.0,1950-07-31
NA,24742.776712296974,949.8008030184985,38549.0,1950-08-01
NA,24736.559483178276,955.3271351651786,38549.0,1950-08-02
NA,24734.78260003582,949.493933084968,38551.0,1950-08-03
NA,24732.72879526018,950.8561090448593,38551.0,1950-08-04
NA,24743.665290027504,952.7182243917222,38549.0,1950-08-05
NA,24745.608335898953,954.2348171641765,38550.0,1950-08-06
NA,24746.4406641907,958.592433565423,38549.0,1950-08-07
NA,24681.266218965873,961.8200603720345,38561.0,1950-08-08
NA,24690.371179380105,959.2976724855461,38560.0,1950-08-09
NA,24705.52702483624,955.5681164031195,38559.0,1950-08-10
NA,NA,NA,NA,1950-08-11
NA,NA,NA,NA,1950-08-12
NA,24719.572146833536,954.6710834060266,38554.0,1950-08-13
NA,24729.786279872602,949.3021393765115,38552.0,1950-08-14
NA,24725.678617900034,952.0256741922612,38552.0,1950-08-15
NA,24729.731009862186,950.7408584155056,38550.0,1950-08-16
NA,24733.67269440113,952.3334742809105,38549.0,1950-08-17
NA,24733.506104139564,956.650300000405,38541.0,1950-08-18
NA,24637.047391234017,966.5566936756368,38552.0,1950-08-19
NA,24619.06122749934,965.8510633833687,38563.0,1950-08-20
NA,24690.34326409596,960.0158858639514,38555.0,1950-08-21
NA,24711.383264979886,959.3941480288875,38551.0,1950-08-22
NA,24715.4638961475,957.3924995682282,38553.0,1950-08-23
NA,24720.460149057693,957.5860373097113,38537.0,1950-08-24
NA,24718.572891754433,954.6324921260765,38529.0,1950-08-25
NA,24720.682320086846,951.8332991368555,38527.0,1950-08-26
NA,24735.671213526406,952.4104243030729,38525.0,1950-08-27
NA,24732.562462861868,955.1727700453781,38524.0,1950-08-28
NA,24718.51731165564,956.0705587875734,38528.0,1950-08-29
NA,24723.51357581695,956.2638058585172,38527.0,1950-08-30
NA,24725.456401967887,957.7795750511942,38527.0,1950-08-31
NA,24719.572146833536,954.6710834060266,38523.0,1950-09-01
NA,24723.45790080381,957.702159954601,38524.0,1950-09-02
NA,24700.25180836508,962.5599219569361,38532.0,1950-09-03
NA,24687.17761922451,964.2080672036283,38532.0,1950-09-04
NA,24690.39907377226,958.5794582954218,38531.0,1950-09-05
NA,24682.349304562482,959.7050628000108,38535.0,1950-09-06
NA,24689.344019154276,959.9770329809588,38534.0,1950-09-07
NA,24691.42619560083,957.9000089764597,38534.0,1950-09-08
NA,24699.364394023127,959.6470868306175,38532.0,1950-09-09
NA,24698.33722362944,960.3267089278921,38532.0,1950-09-10
NA,24702.473638580996,956.8893014403724,38531.0,1950-09-11
NA,24707.414168855772,958.5202598928346,38524.0,1950-09-12
NA,24707.386276178433,959.2389690320368,38527.0,1950-09-13
NA,24706.41492052734,958.4814942105611,38528.0,1950-09-14
NA,24715.575126517128,954.5167182862261,38527.0,1950-09-15
NA,24720.460149057693,957.5860373097113,38526.0,1950-09-16
NA,24709.160858422394,965.0666674415655,38529.0,1950-09-17
NA,24703.38928737698,959.0837900351862,38529.0,1950-09-18
NA,24709.38477057916,959.3165585304622,38528.0,1950-09-19
NA,24699.196527817923,963.9579245107259,38531.0,1950-09-20
NA,24707.386276178433,959.2389690320368,38530.0,1950-09-21
NA,24713.46539498342,957.315084471635,38528.0,1950-09-22
NA,24713.409658826375,958.7528539864751,NA,1950-09-23
NA,24716.407403811674,958.8691510332955,38528.0,1950-09-24
NA,24708.273739085038,962.1527084827136,38534.0,1950-09-25
NA,24713.381759380612,959.4717375273128,38534.0,1950-09-26
NA,24715.40815548324,958.830385351022,38531.0,1950-09-27
NA,24718.461647893615,957.508622213118,38529.0,1950-09-28
NA,NA,NA,NA,1950-09-29
NA,NA,NA,NA,1950-09-30
NA,24687.261668249834,962.0537008725298,38534.0,1950-10-01
NA,NA,NA,NA,1950-10-02
NA,NA,NA,NA,1950-10-03
NA,24695.030979398165,968.112042361292,38538.0,1950-10-04
NA,24701.223038595945,963.317391899966,38538.0,1950-10-05
NA,24703.193484938696,964.1139173781927,38537.0,1950-10-06
NA,24702.194245658502,964.074919161326,38540.0,1950-10-07
NA,24713.297935574636,961.6283832761954,38539.0,1950-10-08
NA,24720.40439712541,959.0242137623892,38535.0,1950-10-09
NA,24721.403645453844,959.0629794446626,38534.0,1950-10-10
NA,24734.505356971826,956.6889494145937,38529.0,1950-10-11
NA,24723.374231384245,959.8596850194393,38530.0,1950-10-12
NA,24723.346299737852,960.5788584174745,38534.0,1950-10-13
NA,24712.326652813033,960.8706492897885,38537.0,1950-10-14
NA,24711.10314305012,966.5823573490928,38540.0,1950-10-15
NA,24696.142694191225,965.2776948347266,38543.0,1950-10-16
NA,24695.945630689468,970.3063464853807,38549.0,1950-10-17
NA,24704.332693279553,960.5598262258477,38558.0,1950-10-18
NA,24708.35760866615,959.9965011756889,38557.0,1950-10-19
NA,24714.408907154808,958.7916196687486,38558.0,1950-10-20
NA,24714.46464556546,957.3537920199316,38555.0,1950-10-21
NA,24714.46464556546,957.3537920199316,38553.0,1950-10-22
NA,24711.24346538567,962.9882628745107,38551.0,1950-10-23
NA,24712.382512180247,959.4329427781001,38554.0,1950-10-24
NA,24717.35082330917,960.3459155207603,38559.0,1950-10-25
NA,24715.324387638088,960.9872079387662,38553.0,1950-10-26
NA,24719.460898475652,957.5473297614146,38537.0,1950-10-27
NA,24667.741005012533,974.9475419852934,38539.0,1950-10-28
NA,24670.68189583932,976.5013027672323,38540.0,1950-10-29
NA,24679.901510752985,971.1140095439621,NA,1950-10-30
NA,24683.954882254577,969.8352286962719,38541.0,1950-10-31
NA,24675.018181340558,968.0463576259805,38544.0,1950-11-01
NA,24689.035584647158,967.8770066627337,38543.0,1950-11-02
NA,24701.279040327667,961.8803313662264,38539.0,1950-11-03
NA,24667.19285631734,963.4275215327762,38547.0,1950-11-04
NA,24692.06142939528,967.2762619696027,38540.0,1950-11-05
NA,24705.16390584096,964.9105583073951,38537.0,1950-11-06
NA,24713.269952483162,962.3472635659188,38538.0,1950-11-07
NA,24717.266923201663,962.5029076324829,38538.0,1950-11-08
NA,NA,NA,38539.0,1950-11-09
NA,NA,NA,38551.0,1950-11-10
NA,24696.170762532733,964.5593127555117,38555.0,1950-11-11
NA,24700.25180836508,962.5599219569361,38555.0,1950-11-12
NA,24706.10696368436,966.386930265116,38552.0,1950-11-13
NA,24709.132775317037,965.7854273871383,38552.0,1950-11-14
NA,24716.29566700787,961.7450291256953,38549.0,1950-11-15
NA,24721.235880858934,963.3776637086694,NA,1950-11-16
NA,24720.23663931161,963.3387236252536,38549.0,1950-11-17
NA,24719.237397764282,963.2997835418377,38549.0,1950-11-18
NA,24716.09932241588,966.7777844330695,38552.0,1950-11-19
NA,24722.235122406262,963.4166037920853,38554.0,1950-11-20
NA,24725.232847048243,963.533424042333,38553.0,1950-11-21
NA,24714.21316398032,963.8239908520169,38555.0,1950-11-22
NA,24708.10543543066,966.4651010987068,38556.0,1950-11-23
NA,24714.072720061653,967.4185172429102,38555.0,1950-11-24
NA,24701.941004906912,970.5419053799351,38559.0,1950-11-25
NA,24699.056064578224,967.5502668190135,38560.0,1950-11-26
NA,24701.02637414917,968.3470780598501,38559.0,1950-11-27
NA,24700.94177587067,970.5026455641761,NA,1950-11-28
NA,24709.104671303816,966.504186515502,38560.0,1950-11-29
NA,24712.046101346554,968.059132967919,38558.0,1950-11-30
NA,24719.209366051233,964.0188366028058,38556.0,1950-12-01
NA,24719.265408560914,962.5807296657649,38554.0,1950-12-02
NA,24726.232088595567,963.5723641257488,38552.0,1950-12-03
NA,24718.266165881287,962.5418186491239,38554.0,1950-12-04
NA,24722.263136599788,962.6974627156881,38550.0,1950-12-05
NA,24711.075015854312,967.3011737927937,38555.0,1950-12-06
NA,24721.2078468796,964.0967749031213,38551.0,1950-12-07
NA,24722.29112987434,961.9783208246948,38561.0,1950-12-08
NA,24717.210885222867,963.9408983024903,38566.0,1950-12-09
NA,24722.20708729378,964.135744053279,38568.0,1950-12-10
NA,24724.233605500915,963.494483958917,38568.0,1950-12-11
NA,24727.11904149124,966.4884416904773,38564.0,1950-12-12
NA,24683.67172429804,977.0154589817311,38572.0,1950-12-13
NA,24698.830236630227,973.2979719081648,38572.0,1950-12-14
NA,24706.937150088113,970.7382044587305,38572.0,1950-12-15
NA,24714.072720061653,967.4185172429102,38572.0,1950-12-16
NA,24717.12667139446,966.0978781886223,38569.0,1950-12-17
NA,24724.093209401097,967.0904677674324,38568.0,1950-12-18
NA,24720.068128476338,967.653204143143,38569.0,1950-12-19
NA,24725.120567471884,966.4103289901063,38569.0,1950-12-20
NA,NA,NA,NA,1950-12-21
NA,NA,NA,NA,1950-12-22
NA,24693.805797512483,973.8194056080704,38577.0,1950-12-23
NA,24708.822481244122,973.6917327188728,38573.0,1950-12-24
NA,24705.909674111583,971.4176108347131,38578.0,1950-12-25
NA,24704.938692015632,970.6596848272123,38575.0,1950-12-26
NA,24711.046867748988,968.0199894180032,38572.0,1950-12-27
NA,24712.017931192684,968.7779768405402,38573.0,1950-12-28
NA,24720.068128476338,967.653204143143,38573.0,1950-12-29
NA,24727.11904149124,966.4884416904773,38574.0,1950-12-30
NA,24733.19873184979,964.5644047050145,38570.0,1950-12-31
NA,NA,NA,NA,1951-01-01
NA,24720.152478021337,965.4959675605343,38584.0,1951-01-02
NA,24717.15476358526,965.3788857099064,38585.0,1951-01-03
NA,24719.209366051233,964.0188366028058,38584.0,1951-01-04
NA,24724.205568122146,964.2136823535945,38586.0,1951-01-05
NA,24718.154001730618,965.417912993449,38585.0,1951-01-06
NA,24719.153239875977,965.4569402769916,38583.0,1951-01-07
NA,24723.290373685413,962.0172027745281,38582.0,1951-01-08
NA,24739.25026215341,963.3589499985856,38581.0,1951-01-09
NA,24729.14562132956,965.8472131124176,38587.0,1951-01-10
NA,24723.009488236195,969.2088756212303,NA,1951-01-11
NA,24722.150954312052,965.5740221276194,NA,1951-01-12
NA,24725.922501776688,971.4841409581528,NA,1951-01-13
NA,24722.98128463303,969.9280384053619,38577.0,1951-01-14
NA,24725.0079531532,969.287220854083,38576.0,1951-01-15
NA,24720.926356595486,971.2878418793574,38577.0,1951-01-16
NA,24725.06430215524,967.8487765600036,38577.0,1951-01-17
NA,24733.058180041484,968.1616924269806,38575.0,1951-01-18
NA,24732.030773297825,968.8420039662352,38571.0,1951-01-19
NA,24728.1463831842,965.8081858288751,38572.0,1951-01-20
NA,24722.89654830612,972.0855218310403,38574.0,1951-01-21
NA,24713.790263823746,974.6075085543805,38577.0,1951-01-22
NA,24719.927127559244,971.2485820635983,38578.0,1951-01-23
NA,24724.036904517317,968.5288555669088,38577.0,1951-01-24
NA,24728.005650528703,969.4047387033621,38572.0,1951-01-25
NA,24724.036904517317,968.5288555669088,38572.0,1951-01-26
NA,24720.926356595486,971.2878418793574,38569.0,1951-01-27
NA,24719.81395031941,974.1248696106517,38570.0,1951-01-28
NA,24718.927898523005,971.2093222478393,38577.0,1951-01-29
NA,24722.868261024752,972.8046813286655,38583.0,1951-01-30
NA,24687.92357202325,970.710410956249,38592.0,1951-01-31
NA,24705.597578034365,979.3228845597891,38589.0,1951-02-01
NA,24721.89732041232,972.0462329489034,38587.0,1951-02-02
NA,24729.975903863186,970.2024501856885,38586.0,1951-02-03
NA,24717.900408837137,971.8890774203558,38587.0,1951-02-04
NA,24726.92173081293,971.5234007739118,38584.0,1951-02-05
NA,24712.762681015724,975.2869689463339,38586.0,1951-02-06
NA,24721.81239924219,974.2036217727932,38582.0,1951-02-07
NA,24714.70433904403,976.8036822402174,38585.0,1951-02-08
NA,24710.707459551988,976.6457128568196,38587.0,1951-02-09
NA,24718.701218536076,976.9616516236151,38587.0,1951-02-10
NA,24717.75879186018,975.4841400139682,38588.0,1951-02-11
NA,24717.701998663066,976.9221592777658,38588.0,1951-02-12
NA,24717.75879186018,975.4841400139682,38588.0,1951-02-13
NA,24724.866714525764,972.8833172256285,38582.0,1951-02-14
NA,24727.92095984917,971.5626605896709,38586.0,1951-02-15
NA,24731.91787599413,971.7196998527072,38591.0,1951-02-16
NA,24733.001812821207,969.600601785494,38592.0,1951-02-17
NA,24730.862075028803,973.1192249165174,38592.0,1951-02-18
NA,24736.914021175337,971.9159989315025,38591.0,1951-02-19
NA,24734.97206045615,970.3984586002073,38586.0,1951-02-20
NA,24735.914792139094,971.8767391157435,38588.0,1951-02-21
NA,24727.807746010527,974.4398782592181,38589.0,1951-02-22
NA,24711.421527716975,983.873507868772,38593.0,1951-02-23
NA,24703.54213559857,980.680862822321,38597.0,1951-02-24
NA,24720.699658282098,977.040636315314,38595.0,1951-02-25
NA,24722.754902704637,975.6813110816024,38592.0,1951-02-26
NA,24721.011023319195,969.1305303883776,38591.0,1951-02-27
NA,24720.926356595486,971.2878418793574,38589.0,1951-02-28
NA,24715.67513324421,977.5621248460996,38593.0,1951-03-01
NA,24723.86748777526,972.843999277147,38591.0,1951-03-02
NA,24727.807746010527,974.4398782592181,38593.0,1951-03-03
NA,24733.888055137875,972.5176995345461,38593.0,1951-03-04
NA,24738.912479247818,971.9945185630206,38593.0,1951-03-05
NA,24739.109885607377,966.9571178927033,38590.0,1951-03-06
NA,24713.875220270198,972.4508197923323,38596.0,1951-03-07
NA,24715.475567960464,982.5947534714036,38595.0,1951-03-08
NA,24721.470831894472,982.8331027142104,38592.0,1951-03-09
NA,24720.64277452672,978.4788266691506,38593.0,1951-03-10
NA,24714.590515474298,979.67936205063,38597.0,1951-03-11
NA,24716.64590423173,978.3206247569972,38599.0,1951-03-12
NA,24701.257419177873,987.7868755506778,38599.0,1951-03-13
NA,24694.43498588805,983.1971967760636,38600.0,1951-03-14
NA,24715.532691179495,981.156863726494,38597.0,1951-03-15
NA,24727.892687775096,972.2819662417247,38593.0,1951-03-16
NA,24719.64355695297,978.4392761911122,38596.0,1951-03-17
NA,24724.81007262636,974.3217500160057,38596.0,1951-03-18
NA,24730.890371456488,972.3998328881354,38593.0,1951-03-19
NA,24724.78172029494,975.0409651748511,38593.0,1951-03-20
NA,24736.885738819263,972.6355661809569,38593.0,1951-03-21
NA,24723.46925320581,982.9125524618128,38597.0,1951-03-22
NA,24714.53347821442,981.1171969844795,38608.0,1951-03-23
NA,24717.4739892718,982.6742032190059,38602.0,1951-03-24
NA,24722.69809802812,977.1196210070129,38600.0,1951-03-25
NA,24724.69653777414,977.1986056987118,38596.0,1951-03-26
NA,24725.667320482233,977.9573389657058,38598.0,1951-03-27
NA,24729.692637139193,977.3960674279591,38595.0,1951-03-28
NA,24714.647469084233,978.2415238009204,38598.0,1951-03-29
NA,24729.777836872756,975.2379909114286,38594.0,1951-03-30
NA,24728.778613557195,975.1985857641131,38592.0,1951-03-31
NA,24741.768516659515,975.7108526792147,38579.0,1951-04-01
NA,24721.641992100467,978.518377147189,38585.0,1951-04-02
NA,24713.3052889722,986.828604195593,38586.0,1951-04-03
NA,24711.79181719262,974.5286982597495,38589.0,1951-04-04
NA,24711.478725337787,982.4358539761989,38586.0,1951-04-05
NA,24711.53583931919,980.9981967584363,38586.0,1951-04-06
NA,24715.475567960464,982.5947534714036,38589.0,1951-04-07
NA,24720.64277452672,978.4788266691506,38587.0,1951-04-08
NA,24717.53111710965,981.2361972105228,38588.0,1951-04-09
NA,24724.66810175843,977.9178175537453,38585.0,1951-04-10
NA,24730.663414101244,978.154946025509,38582.0,1951-04-11
NA,24731.63416783795,978.9138819275726,38580.0,1951-04-12
NA,24717.75879186018,975.4841400139682,38584.0,1951-04-13
NA,24722.783273663816,974.96215488022,38586.0,1951-04-14
