date,X,Y,Z
1958-07-21,5666.364869233309,14876.38632762401,-58655.0
1958-07-22,5625.865011995642,14847.913215896815,-58649.0
1958-07-23,5646.1234113413175,14864.827325734514,-58664.0
1958-07-24,5643.251462535195,14863.778588588919,-58666.0
1958-07-25,5617.2073815107315,14827.667288993955,-58677.0
1958-07-26,5633.929091902385,14858.759167151742,-58681.0
1958-07-27,5612.626830749881,14839.024397134286,-58688.0
1958-07-28,5627.835296586749,14855.721654449922,-58684.0
1958-07-29,5647.976237101418,14868.402383078612,-58661.0
1958-07-30,5654.5105254486325,14871.267959309676,-58656.0
1958-07-31,5638.9450097121035,14847.229478170093,-58667.0
1958-08-01,5637.217417949806,14847.885498708674,-58656.0
1958-08-02,5631.816675624395,14834.960900931253,-58647.0
1958-08-03,5597.395045934119,14816.986525597982,-58667.0
1958-08-04,5645.8455953269695,14862.793429020236,-58652.0
1958-08-05,5644.684953051821,14849.327519480144,-58647.0
1958-08-06,5660.893175807388,14876.32943477985,-58651.0
1958-08-07,5630.320473494591,14832.319992696614,-58656.0
1958-08-08,5651.636987170185,14870.220689863681,-58647.0
1958-08-09,5651.281717055327,14869.28592617938,-58642.0
1958-08-10,5657.413450859502,14865.884065404047,-58646.0
1958-08-11,5613.971403916699,14813.922136828098,-58680.0
1958-08-12,5636.0279412529035,14840.849505517417,-58659.0
1958-08-13,5645.0673382528985,14843.832919653547,-58673.0
1958-08-14,5660.4296061155,14882.925306343881,-58630.0
1958-08-15,5654.184609801018,14863.902764694383,-58640.0
1958-08-16,5652.608878153776,14862.36232469849,-58639.0
1958-08-17,5597.137417176581,14796.771699706725,-58642.0
1958-08-18,5622.178732699471,14864.278330870347,-58653.0
1958-08-19,5637.37122699619,14845.68777958891,-58659.0
1958-08-20,5642.726592521556,14853.28103827737,-58653.0
1958-08-21,5662.949803553273,14883.036502086392,-58645.0
1958-08-22,5620.6450181355785,14856.30524659842,-58683.0
1958-08-23,5652.176547167013,14862.526746137588,-58659.0
1958-08-24,5576.197377790402,14802.538525669286,-58675.0
1958-08-25,5618.048142682085,14845.52673590622,-58654.0
1958-08-26,5594.861578668338,14793.35593824271,-58710.0
1958-08-27,5573.397220388555,14835.644489666269,-58752.0
1958-08-28,5633.360739762015,14842.931744628753,-58667.0
1958-08-29,5625.851800274984,14836.154505846274,-58665.0
1958-08-30,5641.554003977735,14858.005162881147,-58671.0
1958-08-31,5631.247627518498,14849.081155329688,-58657.0
1958-09-01,5633.884725703688,14853.428523323586,-58645.0
1958-09-02,5642.618916959043,14860.809794825313,-58643.0
1958-09-03,5585.886386651401,14783.919956338459,-58644.0
1958-09-04,5533.787348049937,14798.162000281063,-58677.0
1958-09-05,5570.597247726293,14845.241065864315,-58721.0
1958-09-06,5617.225894651536,14851.18369856276,-58675.0
1958-09-07,5624.724519251736,14846.206588975121,-58665.0
1958-09-08,5643.140622215573,14871.307942407098,-58653.0
1958-09-09,5645.658423188635,14871.421921547355,-58661.0
1958-09-10,5640.346213259337,14869.159478416092,-58643.0
1958-09-11,5632.433339802391,14856.117887008117,-58653.0
1958-09-12,5639.825158389927,14858.661486917052,-58657.0
1958-09-13,5645.490488364561,14861.858603343839,-58652.0
1958-09-14,5644.270798349912,14861.252173181587,-58651.0
1958-09-15,5654.818778473732,14866.871243897314,-58651.0
1958-09-16,5665.160984949167,14887.544861884038,-58627.0
1958-09-17,5620.171767003643,14851.138350624007,-58655.0
1958-09-18,5644.038800934121,14864.549304084203,-58652.0
1958-09-19,5643.915745774058,14860.317326847487,-58646.0
1958-09-20,5650.601058711993,14860.986127282498,-58645.0
1958-09-21,5648.362484204981,14862.906890881935,-58640.0
1958-09-22,5648.717727128516,14863.84166490023,-58641.0
1958-09-23,5649.764977076785,14854.884876827438,-58647.0
1958-09-24,5651.18692761528,14858.623600762965,-58654.0
1958-09-25,5579.641933904386,14801.240484818012,-58710.0
1958-09-26,5602.148329070287,14838.707999657348,-58683.0
1958-09-27,5647.930137379227,14863.071188798212,-58653.0
1958-09-28,5618.359275287496,14841.132034106797,-58661.0
1958-09-29,5634.471457951913,14851.066877148094,-58648.0
1958-09-30,5646.8706301340235,14842.077081275713,-58607.0
1958-10-01,5639.403203076266,14870.586656656595,-58640.0
1958-10-02,5634.170644544351,14867.22308126688,-58646.0
1958-10-03,5628.146309620314,14851.326308364085,-58656.0
1958-10-04,5630.3503140273215,14855.838055839611,-58643.0
1958-10-05,5653.212740970318,14871.761351814748,-58633.0
1958-10-06,5635.458251679949,14854.970693123982,-58641.0
1958-10-07,5620.086081376163,14840.478207858463,-58655.0
1958-10-08,5624.221687881038,14859.228593893042,-58650.0
1958-10-09,5633.020578726709,14853.756264313799,-58624.0
1958-10-10,5641.3994239381,14860.20314597317,-58629.0
1958-10-11,5648.439556136458,14861.80781670497,-58624.0
1958-10-12,5640.411912142071,14856.299487468803,-58629.0
1958-10-13,5619.393122311548,14820.422427748734,-58624.0
1958-10-14,5644.826188946247,14865.31998635033,-58620.0
1958-10-15,5640.224757017036,14864.927369157649,-58629.0
1958-10-16,5630.2725454758565,14856.936934094483,-58644.0
1958-10-17,5653.490731188451,14873.795297514562,-58626.0
1958-10-18,5643.128448895427,14859.546638752716,-58626.0
1958-10-19,5656.00941047545,14873.907574965402,-58618.0
1958-10-20,5649.196397477502,14869.008576994203,-58623.0
1958-10-21,5630.428023413054,14854.739185632476,-58611.0
1958-10-22,5652.115236794242,14875.38780502876,-58603.0
1958-10-23,5575.297133789466,14809.288904939325,-58626.0
1958-10-24,5570.364489712554,14796.186652369232,-58707.0
1958-10-25,5623.23784692744,14855.324032712408,-58632.0
1958-10-26,5641.276207065268,14855.97131646394,-58640.0
1958-10-27,5631.929948240943,14869.141369228646,-58581.0
1958-10-28,5662.498838352854,14871.43825948427,-58589.0
1958-10-29,5645.509647564501,14885.382790484635,-58629.0
1958-10-30,5637.630251868056,14865.911547672484,-58637.0
1958-10-31,5623.062134499408,14834.003782915757,-58637.0
1958-11-01,5655.822585599214,14882.53714526612,-58630.0
1958-11-02,5665.361642273001,14890.678341239587,-58610.0
1958-11-03,5641.139300968109,14881.692524275357,-58634.0
1958-11-04,5638.108947826898,14882.840874390691,-58620.0
1958-11-05,5638.495106002954,14865.583538481787,-58622.0
1958-11-06,5646.8009005266,14873.127464989062,-58623.0
1958-11-07,5643.417537872005,14873.34200821183,-58612.0
1958-11-08,5642.39619702541,14875.86855130796,-58629.0
1958-11-09,5651.294032684328,14881.048341973306,-58610.0
1958-11-10,5649.841570948356,14853.785854898535,-58630.0
1958-11-11,5634.566455030038,14885.251656047009,-58628.0
1958-11-12,5667.604710113258,14888.754744769692,-58617.0
1958-11-13,5629.333340372729,14881.885873200614,-58625.0
1958-11-14,5667.217286449697,14894.25205333137,-58610.0
1958-11-15,5650.705282317146,14883.411229029221,-58629.0
1958-11-16,5650.350338518006,14882.476341389207,-58615.0
1958-11-17,5639.721483990171,14877.952230835388,-58614.0
1958-11-18,5647.121286855714,14880.493176354776,-58600.0
1958-11-19,5635.431604471009,14873.161588288123,-58610.0
1958-11-20,5654.246368034157,14880.996573132208,-58597.0
1958-11-21,5663.738381901907,14883.806386182641,-58599.0
1958-11-22,5660.1970225201085,14886.22335134921,-58598.0
1958-11-23,5642.063372749048,14856.74206876742,-58605.0
1958-11-24,5618.1930063103755,14831.57130393962,-58622.0
1958-11-25,5692.593969408415,14911.334443954202,-58544.0
1958-11-26,5660.206399258075,14897.987532475583,-58591.0
1958-11-27,5655.38966774935,14882.701660179644,-58586.0
1958-11-28,5649.640450919725,14880.606566109178,-58588.0
1958-11-29,5632.009507438778,14879.804061482773,-58601.0
1958-11-30,5658.620264198791,14884.683157716148,-58613.0
1958-12-01,5646.886876047375,14883.790834633626,-58604.0
1958-12-02,5673.452287455176,14901.508787433897,-58617.0
1958-12-03,5645.510569107243,14897.146418495671,-58593.0
1958-12-04,5612.378404648184,14800.623285626814,-58578.0
1958-12-05,5632.174342069341,14935.329128631072,-58619.0
1958-12-06,5627.56433360371,14877.20927026139,-58622.0
1958-12-07,5635.029259181093,14902.183371847663,-58602.0
1958-12-08,5670.140095614574,14900.629526838924,-58613.0
1958-12-09,5651.180531388689,14912.108087110066,-58608.0
1958-12-10,5650.3556111065955,14894.239875469853,-58606.0
1958-12-11,5662.806502378628,14896.999413191179,-58602.0
1958-12-12,5672.557637018296,14920.037997763457,-58579.0
1958-12-13,5771.856480827456,14945.170248770339,-58573.0
1958-12-14,5693.461466047283,14911.00323702717,-58572.0
1958-12-15,5639.210452690947,14890.978291242694,-58592.0
1958-12-16,5638.143091929614,14899.93635808309,-58591.0
1958-12-17,5636.17820880566,14892.126248410072,-58550.0
1958-12-18,5633.633591576665,14915.539164101947,-58566.0
1958-12-19,5622.132570602051,14882.469766761684,-58606.0
1958-12-20,5635.865416830481,14884.759890685982,-58596.0
1958-12-21,5658.508630513987,14892.214109339106,-58609.0
1958-12-22,5661.548702748986,14902.826251634327,-58595.0
1958-12-23,5661.140581384748,14884.794668311644,-58590.0
1958-12-24,5648.622549358962,14894.897223373966,-58592.0
1958-12-25,5638.266150389636,14880.642587515178,-58590.0
1958-12-26,5681.756636571044,14927.237705710353,-58571.0
1958-12-27,5632.126618854301,14884.036608030525,-58625.0
1958-12-28,5667.58233273824,14906.951884997596,-58590.0
1958-12-29,5691.352848864964,14928.93270631617,-58581.0
1958-12-30,5663.128315287065,14916.132296429725,-58583.0
1958-12-31,5658.671118282069,14901.779798907255,-58591.0
1959-01-01,5653.18988891113,14889.955442509321,-58598.0
1959-01-02,5651.848162797049,14885.116605008092,-58590.0
1959-01-03,5665.250675144108,14898.20981822243,-58585.0
1959-01-04,5679.0560604600205,14905.794955726189,-58605.0
1959-01-05,5657.365108475991,14890.509092351356,-58527.0
1959-01-06,5662.970299120908,14918.331555213354,-58565.0
1959-01-07,5636.750886102514,14913.29234099642,-58583.0
1959-01-08,5702.85909278189,14939.52740778218,-58549.0
1959-01-09,5666.793353000385,14906.182009300392,-58564.0
1959-01-10,5629.9959141838,14854.90296185989,-58544.0
1959-01-11,5664.658989333879,14935.87341050261,-58569.0
1959-01-12,5666.401973541596,14923.446574911706,-58585.0
1959-01-13,5635.155553937152,14871.127424742594,-58603.0
1959-01-14,5670.383259884968,14909.096373892562,-58603.0
1959-01-15,5647.203298943369,14902.92132101633,-58608.0
1959-01-16,5641.93941874048,14852.510346579878,-58591.0
1959-01-17,5616.831672458922,14868.437643655176,-58609.0
1959-01-18,5665.961541657081,14900.079221549893,-58589.0
1959-01-19,5644.171907924662,14892.30672104876,-58602.0
1959-01-20,5642.0050731970705,14881.364310909754,-58597.0
1959-01-21,5627.250514742171,14869.843733016633,-58592.0
1959-01-22,5640.351980649335,14880.921528399547,-58597.0
1959-01-23,5673.652621736629,14904.642562901705,-58589.0
1959-01-24,5652.0885963565925,14893.5823259193,-58583.0
1959-01-25,5665.984970548632,14863.689424685817,-58563.0
1959-01-26,5643.538259786365,14877.574396060922,-58609.0
