date,dx,dy,dz
1911-02-01,-17.447004608307907,23.474654377878323,-494.51612903227215
1911-03-01,1.1889400921718334,1.6866359447012655,129.87096774191014
1911-04-01,25.496774193547026,48.141935483876296,588.129032258119
1911-05-01,23.277419354839367,31.21290322580535,-308.6451612903911
1911-06-01,57.122580645169364,49.98709677419174,-70.55483870967873
1911-07-01,28.42580645160342,29.7548387096831,-3.380645161232678
1911-08-01,-32.51612903225032,58.064516129023104,-86.70967741936329
1911-09-01,-39.909677419367654,18.980645161300345,-320.7096774193633
1911-10-01,-5.199999999989814,71.19999999998981,169.19999999998254
1911-11-01,20.80000000000291,61.200000000004366,214.40000000002328
1911-12-01,2.632258064513735,9.651612903227942,26.916129032266326
1912-01-01,97.54838709677279,6.193548387091141,NA
1912-02-01,35.212458286987385,54.113459399333806,NA
1912-03-01,0.40044493880850496,31.82202447164309,NA
1912-04-01,1.0064516129132244,63.01935483870693,NA
1912-05-01,57.44516129031399,38.01290322580462,NA
1912-06-01,4.554838709678734,5.587096774193924,NA
1912-07-01,-4.941935483861016,63.316129032260505,NA
1912-08-01,-73.1612903225905,75.09677419354557,NA
1912-09-01,6.503225806445698,29.587096774193924,NA
1912-10-01,-30.79999999998836,46.799999999995634,NA
1912-11-01,-34.66206896552467,55.57142857142753,NA
1912-12-01,17.926585094544862,75.13824884792848,NA
1913-01-01,-27.483870967727853,22.451612903227215,NA
1913-02-01,-43.43778801844746,51.55299539170301,NA
1913-03-01,-27.01382488477975,9.995391705069778,NA
1913-04-01,-20.129032258068037,111.29032258064763,NA
1913-05-01,69.67741935484082,69.09677419354557,-31.87096774193924
1913-06-01,9.522580645163544,15.303225806459523,NA
1913-07-01,0.9290322580636712,35.79354838709696,NA
1913-08-01,39.87096774193196,36.60645161289722,NA
1913-09-01,-56.40000000000873,71.20000000000073,-69.60000000003492
1913-10-01,-53.92258064515045,97.35483870968164,-22.696774193522288
1913-11-01,64.72258064516791,4.645161290318356,-52.503225806431146
1913-12-01,8.799999999981083,49.599999999998545,-112.40000000002328
1914-01-01,-13.13548387096671,37.10967741935383,-825.2903225806367
1914-02-01,-19.921658986175316,69.29032258064763,46.147465437767096
1914-03-01,-12.207373271870892,51.87096774193196,86.23963133641519
1914-04-01,-43.13548387096671,56.52903225807313,110.90322580645443
1914-05-01,84.16774193546735,46.43870967741532,-59.032258064544294
1914-06-01,33.03225806452974,47.561290322581044,-93.36774193542078
1914-07-01,-35.20000000001164,43.01935483870329,-39.0193548387615
1914-08-01,-66.73548387097253,40.64516129032927,-15.483870967727853
1914-09-01,-36.464516129031836,62.335483870971075,-94.29677419352811
1914-10-01,0.4645161290318356,51.858064516120066,6.425806451617973
1914-11-01,-35.26451612902747,62.54193548387411,-182.0258064515947
1914-12-01,77.45806451614044,29.200000000000728,8.219354838685831
1915-01-01,59.2974910394114,27.31034482758696,221.41935483872658
1915-02-01,-48.12698412698228,63.118226600989146,-3.1244239631923847
1915-03-01,-18.13824884792848,48.152073732719145,-136.23041474653292
1915-04-01,58.30967741936183,49.41935483870839,-60.6838709677686
1915-05-01,43.200000000004366,8.799999999991996,17.47586206899723
1915-06-01,-112.79999999999563,78.3111111111175,40.92413793102605
1915-07-01,22.903225806447153,58.56630824372769,-57.716129032254685
1915-08-01,-48.38709677420411,87.09677419354557,14.516129032272147
1915-09-01,-51.716129032254685,42.02580645161288,13.599999999976717
1915-10-01,-42.34838709676842,67.5225806451599,-93.53548387097544
1915-11-01,-0.8516129032359459,32.47741935483646,140.73548387098708
1915-12-01,115.4322580645312,24.038709677424777,-178.2838709677162
1916-01-01,-89.03225806452247,90.12680756396003,-315.8018433180114
1916-02-01,-43.86206896552176,67.86206896551084,-121.81773399008671
1916-03-01,-65.29922135706875,84.7208008898815,282.00667408228037
1916-04-01,97.96129032260069,-4.215053763444303,-48.103225806495175
1916-05-01,20.490322580626525,49.892473118285125,-276.2838709676871
1916-06-01,-34.49032258064108,62.37419354838494,-265.3161290322896
1916-07-01,-53.380645161290886,98.27096774193342,6.348387096833903
1916-08-01,-6.193548387091141,63.096774193556485,175.5550611790095
1916-09-01,-9.625806451615063,5.032258064511552,140.0965517241857
1916-10-01,-24.438709677408042,25.548387096772785,-27.6516129031952
1916-11-01,-58.36129032258759,82.85161290323231,-243.54838709678734
1916-12-01,-42.670967741934874,80.28965517240795,-118.0000000000291
1917-01-01,-97.54838709677279,52.47163515016655,400.645161290362
1917-02-01,73.99078341013956,20.267281105996517,-89.93087557610124
1917-03-01,-34.11981566820759,45.92626728110554,-527.101382488443
1917-04-01,19.148387096778606,77.84516129032272,-180.41290322580608
1917-05-01,184.46451612901728,23.961290322575223,311.9724137931189
1917-06-01,29.135483870973985,-13.961290322578861,0.4275862068752758
1917-07-01,-32.232258064519556,44.54193548387411,-70.05161290318938
1917-08-01,-201.67741935484082,126.96774193547753,175.354838709638
1917-09-01,95.5096774193662,4.8903225806461705,97.09677419357467
1917-10-01,-9.18709677420702,48.141935483876296,45.354838709608885
1917-11-01,-19.612903225788614,38.25806451612152,-117.35483870960888
1917-12-01,-46.58064516130253,43.41935483870839,-123.41935483875568
1918-01-01,55.354838709681644,41.032258064522466,-177.677419354819
1918-02-01,-60.77419354838639,69.69124423963149,-36.76036866358481
1918-03-01,-12.774193548386393,31.341013824880065,66.56682027649367
1918-04-01,70.37419354837766,74.91612903226633,-25.90967741937493
1918-05-01,60.851612903235946,33.858064516120066,-90.9935483870795
1918-06-01,36.34838709676842,74.9419354838792,-134.6064516128681
