date,dx,dy,dz
1960-02-01,70.62291971048398,21.639301956129202,-52.88888888890506
1960-03-01,62.018856160197174,8.884602629144865,-17.87301587301772
1960-04-01,-104.04863583596307,115.05323229975511,124.62857142859139
1960-05-01,132.41624384147872,5.6672107913564105,53.32173913047882
1960-06-01,130.65254102223844,-13.186503096792876,-67.82608695657109
1960-07-01,-25.956010603811592,35.89456410429375,24.30434782608063
1960-08-01,4.404274729997269,5.928406458317113,-3.153846153843915
1960-09-01,-54.4468344431516,89.00788263761751,32.23384615383111
1960-10-01,-35.08260959308245,12.879042641452543,117.42000000004191
1960-11-01,27.620399308972992,41.29701301957175,59.92857142855064
1960-12-01,26.48282895232842,12.80679870784843,30.793650793639245
1961-01-01,172.85787305783015,10.924179810053829,-92.0153256704507
1961-02-01,29.39140333981777,27.476932460871467,-9.337331334332703
1961-03-01,82.12269058699894,0.47115502688211564,-59.012422360276105
1961-04-01,71.76843507796002,52.20914750573684,-26.142857142869616
1961-05-01,109.64572412097186,10.050750949150824,-7.714285714260768
1961-06-01,42.91286990404478,21.376239020833964,44.76923076919047
1961-07-01,-97.65897611991386,65.60324811857754,82.23076923083863
1961-08-01,94.99656775507901,-33.24496453500069,-11.714285714289872
1961-09-01,-5.266804876184324,42.32919587619472,-19.76571428574971
1961-10-01,-51.911592125252355,60.66471681351504,47.09538461541524
1961-11-01,62.09244857277372,22.865164536244265,50.24175824172562
1961-12-01,80.46738799187005,10.009451415191506,-11.571428571391152
1962-01-01,63.889329270707094,16.9304549549106,-27.285714285710128
1962-02-01,51.02681534284784,28.215416002341954,-13.111111111182254
1962-03-01,92.28319234053197,11.689275873122824,-60.488888888881775
1962-04-01,34.81658397271531,56.377626349931234,14.215384615439689
1962-05-01,87.78060276481847,15.729800950652134,0.22332506204838865
1962-06-01,38.242792951568845,8.316202077199705,10.761290322581772
1962-07-01,23.562178300344385,42.408709488579916,4.882758620660752
1962-08-01,-23.910347667944734,20.15841770836596,37.802955665043555
1962-09-01,-64.31757465572446,72.52674396668954,59.88819875777699
1962-10-01,-6.097793904758873,32.282454254089316,58.43478260861593
1962-11-01,76.43188791822467,26.273775699053658,10.677018633607076
1962-12-01,41.995622467511566,41.27608990597946,12.492063492012676
1963-01-01,85.26611365006829,18.661951144264094,-38.66666666662786
1963-02-01,52.90936405934917,11.406138842519795,-6.666666666656965
1963-03-01,67.81421247482649,12.220540636248188,-41.68582375481492
1963-04-01,42.16129481146345,32.97863464835609,-13.655172413826222
1963-05-01,54.37554240565805,34.7308405050353,4.496551724150777
1963-06-01,35.950501737897866,7.490773194102076,80.33103448280599
1963-07-01,37.0675092531892,32.735216009634314,-13.655172413826222
1963-08-01,-32.58141905088269,37.47693765816075,6.12413793100859
1963-09-01,-59.054767467750935,48.778969890212466,60.600000000034925
1963-10-01,11.607646889024181,34.640644198405425,69.46153846153175
1963-11-01,57.21365421464725,14.358547080451899,58.615384615404764
1963-12-01,83.10808629592066,34.15711774530973,-45.007957559719216
1964-01-01,27.26275452952541,21.09238077207374,-1.268965517228935
1964-02-01,40.46712336262863,16.144800989421128,-16.355555555579485
1964-03-01,64.42913727577252,5.131673603013041,-24.444444444437977
1964-04-01,38.345125496023684,28.522729765940312,1.857142857159488
1964-05-01,85.75510223492165,37.18918570993992,-5.719211822608486
1964-06-01,59.79846791693126,3.697795916854375,5.379310344782425
1964-07-01,41.62669605767587,21.163296870487102,-9.517241379304323
1964-08-01,19.412630876191542,13.678421504118887,-6.0
1964-09-01,-11.866950379509944,48.03374854674803,12.666666666656965
1964-10-01,-19.713398023915943,29.338720526389807,52.1333333333605
1964-11-01,74.06680556158244,8.658200587178726,10.800000000017462
1964-12-01,74.47396078954625,6.038017400604076,-28.180645161308348
1965-01-01,39.330881323330686,28.483406020526672,-5.806451612908859
1965-02-01,6.595870817967807,31.300727568537695,14.609318996372167
1965-03-01,51.78110151071451,7.778023329359712,-14.222222222189885
1965-04-01,42.43955561349867,45.41181809285081,-4.965517241391353
1965-05-01,90.21348113122804,6.018624269036081,1.8687430478457827
1965-06-01,34.3208622597449,24.402083710427178,39.953917050675955
1965-07-01,16.619713325577322,19.651609482823915,9.981566820322769
1965-08-01,2.0472328937466955,21.63733841786052,-3.0967741935455706
1965-09-01,-18.691079967393307,40.56984245541571,15.844271412614034
1965-10-01,51.35636048193555,2.2480693078068725,20.542825361568248
1965-11-01,30.598444120259956,33.3148711853064,24.67096774186939
1965-12-01,37.17059243854601,20.043153329992492,15.200000000040745
1966-01-01,42.099947238733876,19.500609761518717,-0.7741935483645648
1966-02-01,32.86469121117261,29.34797773072205,6.551971326145576
1966-03-01,0.39743388260831125,23.47651477010004,14.365079365088604
1966-04-01,85.57680742896628,21.03040095673714,-10.142857142840512
1966-05-01,41.46685484616319,15.970782368884102,-2.965517241420457
1966-06-01,60.692359660664806,13.211827608432941,47.36551724138553
1966-07-01,5.36302787992463,32.33260784291997,4.800000000017462
1966-08-01,5.139241953205783,21.22003867415151,16.800000000017462
1966-09-01,-133.80583940277575,67.97183818851408,134.66666666662786
1966-10-01,103.61909482420015,-17.667317109599026,-28.52380952378735
1966-11-01,61.35072343336651,24.24615175614781,2.142857142869616
1966-12-01,3.7198886106780265,35.7576270917034,31.714285714260768
1967-01-01,16.686162988000433,6.254953966268658,68.14285714286962
1967-02-01,35.75928116981231,22.219109366076736,-16.30285714287311
1967-03-01,127.88359980999667,-14.933227879202605,-75.45290322581423
1967-04-01,52.88527909910772,37.52255996698841,-24.800889877660666
